iso3c,country,income_group,nice,years_available,coverage_share
OMN,Oman,High income,youth_literacy,5,0.5
PLW,Palau,High income,adult_literacy,2,0.2
PLW,Palau,High income,ctrl_corrup,9,0.9
PLW,Palau,High income,edu_spend_gdp,4,0.4
PLW,Palau,High income,gdp_pc_ppp,9,0.9
PLW,Palau,High income,gini,0,0.0
PLW,Palau,High income,gov_effect,9,0.9
PLW,Palau,High income,gpi_sec,3,0.3
PLW,Palau,High income,gpi_tert,5,0.5
PLW,Palau,High income,inc_share_low20,0,0.0
PLW,Palau,High income,pop_total,10,1.0
PLW,Palau,High income,poverty_215,0,0.0
PLW,Palau,High income,sec_completion,4,0.4
PLW,Palau,High income,sec_enrol_gross,5,0.5
PLW,Palau,High income,tert_enrol_gross,3,0.3
PLW,Palau,High income,voice_account,9,0.9
PLW,Palau,High income,work_age_share,10,1.0
PLW,Palau,High income,youth_literacy,2,0.2
PAN,Panama,High income,adult_literacy,5,0.5
PAN,Panama,High income,ctrl_corrup,9,0.9
PAN,Panama,High income,edu_spend_gdp,9,0.9
PAN,Panama,High income,gdp_pc_ppp,10,1.0
PAN,Panama,High income,gini,8,0.8
PAN,Panama,High income,gov_effect,9,0.9
PAN,Panama,High income,gpi_sec,8,0.8
PAN,Panama,High income,gpi_tert,8,0.8
PAN,Panama,High income,inc_share_low20,8,0.8
PAN,Panama,High income,pop_total,10,1.0
PAN,Panama,High income,poverty_215,8,0.8
PAN,Panama,High income,sec_completion,9,0.9
PAN,Panama,High income,sec_enrol_gross,8,0.8
PAN,Panama,High income,tert_enrol_gross,6,0.6
PAN,Panama,High income,voice_account,9,0.9
PAN,Panama,High income,work_age_share,10,1.0
PAN,Panama,High income,youth_literacy,9,0.9
POL,Poland,High income,adult_literacy,0,0.0
POL,Poland,High income,ctrl_corrup,9,0.9
POL,Poland,High income,edu_spend_gdp,8,0.8
POL,Poland,High income,gdp_pc_ppp,10,1.0
POL,Poland,High income,gini,9,0.9
POL,Poland,High income,gov_effect,9,0.9
POL,Poland,High income,gpi_sec,6,0.6
POL,Poland,High income,gpi_tert,10,1.0
POL,Poland,High income,inc_share_low20,9,0.9
POL,Poland,High income,pop_total,10,1.0
POL,Poland,High income,poverty_215,9,0.9
POL,Poland,High income,sec_completion,8,0.8
POL,Poland,High income,sec_enrol_gross,10,1.0
POL,Poland,High income,tert_enrol_gross,10,1.0
POL,Poland,High income,voice_account,9,0.9
POL,Poland,High income,work_age_share,10,1.0
POL,Poland,High income,youth_literacy,0,0.0
PRT,Portugal,High income,adult_literacy,0,0.0
PRT,Portugal,High income,ctrl_corrup,9,0.9
PRT,Portugal,High income,edu_spend_gdp,7,0.7
PRT,Portugal,High income,gdp_pc_ppp,10,1.0
PRT,Portugal,High income,gini,9,0.9
PRT,Portugal,High income,gov_effect,9,0.9
PRT,Portugal,High income,gpi_sec,6,0.6
PRT,Portugal,High income,gpi_tert,9,0.9
PRT,Portugal,High income,inc_share_low20,9,0.9
PRT,Portugal,High income,pop_total,10,1.0
PRT,Portugal,High income,poverty_215,9,0.9
PRT,Portugal,High income,sec_completion,9,0.9
PRT,Portugal,High income,sec_enrol_gross,9,0.9
PRT,Portugal,High income,tert_enrol_gross,9,0.9
PRT,Portugal,High income,voice_account,9,0.9
PRT,Portugal,High income,work_age_share,10,1.0
PRT,Portugal,High income,youth_literacy,0,0.0
PRI,Puerto Rico (US),High income,adult_literacy,1,0.1
PRI,Puerto Rico (US),High income,ctrl_corrup,0,0.0
PRI,Puerto Rico (US),High income,edu_spend_gdp,10,1.0
PRI,Puerto Rico (US),High income,gdp_pc_ppp,10,1.0
PRI,Puerto Rico (US),High income,gini,0,0.0
PRI,Puerto Rico (US),High income,gov_effect,0,0.0
PRI,Puerto Rico (US),High income,gpi_sec,5,0.5
PRI,Puerto Rico (US),High income,gpi_tert,10,1.0
PRI,Puerto Rico (US),High income,inc_share_low20,0,0.0
PRI,Puerto Rico (US),High income,pop_total,10,1.0
PRI,Puerto Rico (US),High income,poverty_215,0,0.0
PRI,Puerto Rico (US),High income,sec_completion,4,0.4
PRI,Puerto Rico (US),High income,sec_enrol_gross,5,0.5
PRI,Puerto Rico (US),High income,tert_enrol_gross,9,0.9
PRI,Puerto Rico (US),High income,voice_account,0,0.0
PRI,Puerto Rico (US),High income,work_age_share,10,1.0
PRI,Puerto Rico (US),High income,youth_literacy,1,0.1
QAT,Qatar,High income,adult_literacy,5,0.5
QAT,Qatar,High income,ctrl_corrup,9,0.9
QAT,Qatar,High income,edu_spend_gdp,3,0.3
QAT,Qatar,High income,gdp_pc_ppp,10,1.0
QAT,Qatar,High income,gini,1,0.1
QAT,Qatar,High income,gov_effect,9,0.9
QAT,Qatar,High income,gpi_sec,9,0.9
QAT,Qatar,High income,gpi_tert,10,1.0
QAT,Qatar,High income,inc_share_low20,1,0.1
QAT,Qatar,High income,pop_total,10,1.0
QAT,Qatar,High income,poverty_215,1,0.1
QAT,Qatar,High income,sec_completion,10,1.0
QAT,Qatar,High income,sec_enrol_gross,10,1.0
QAT,Qatar,High income,tert_enrol_gross,10,1.0
QAT,Qatar,High income,voice_account,9,0.9
QAT,Qatar,High income,work_age_share,10,1.0
QAT,Qatar,High income,youth_literacy,5,0.5
ROU,Romania,High income,adult_literacy,1,0.1
ROU,Romania,High income,ctrl_corrup,9,0.9
ROU,Romania,High income,edu_spend_gdp,8,0.8
ROU,Romania,High income,gdp_pc_ppp,10,1.0
ROU,Romania,High income,gini,9,0.9
ROU,Romania,High income,gov_effect,9,0.9
ROU,Romania,High income,gpi_sec,8,0.8
ROU,Romania,High income,gpi_tert,9,0.9
ROU,Romania,High income,inc_share_low20,9,0.9
ROU,Romania,High income,pop_total,10,1.0
ROU,Romania,High income,poverty_215,9,0.9
ROU,Romania,High income,sec_completion,9,0.9
ROU,Romania,High income,sec_enrol_gross,9,0.9
ROU,Romania,High income,tert_enrol_gross,9,0.9
ROU,Romania,High income,voice_account,9,0.9
ROU,Romania,High income,work_age_share,10,1.0
ROU,Romania,High income,youth_literacy,1,0.1
RUS,Russian Federation,High income,adult_literacy,1,0.1
RUS,Russian Federation,High income,ctrl_corrup,9,0.9
RUS,Russian Federation,High income,edu_spend_gdp,9,0.9
RUS,Russian Federation,High income,gdp_pc_ppp,10,1.0
RUS,Russian Federation,High income,gini,9,0.9
RUS,Russian Federation,High income,gov_effect,9,0.9
RUS,Russian Federation,High income,gpi_sec,5,0.5
RUS,Russian Federation,High income,gpi_tert,10,1.0
RUS,Russian Federation,High income,inc_share_low20,9,0.9
RUS,Russian Federation,High income,pop_total,10,1.0
RUS,Russian Federation,High income,poverty_215,9,0.9
RUS,Russian Federation,High income,sec_completion,6,0.6
RUS,Russian Federation,High income,sec_enrol_gross,9,0.9
RUS,Russian Federation,High income,tert_enrol_gross,10,1.0
RUS,Russian Federation,High income,voice_account,9,0.9
RUS,Russian Federation,High income,work_age_share,10,1.0
RUS,Russian Federation,High income,youth_literacy,1,0.1
SMR,San Marino,High income,adult_literacy,1,0.1
SMR,San Marino,High income,ctrl_corrup,9,0.9
SMR,San Marino,High income,edu_spend_gdp,8,0.8
SMR,San Marino,High income,gdp_pc_ppp,9,0.9
SMR,San Marino,High income,gini,0,0.0
SMR,San Marino,High income,gov_effect,9,0.9
SMR,San Marino,High income,gpi_sec,7,0.7
SMR,San Marino,High income,gpi_tert,7,0.7
SMR,San Marino,High income,inc_share_low20,0,0.0
SMR,San Marino,High income,pop_total,10,1.0
SMR,San Marino,High income,poverty_215,0,0.0
SMR,San Marino,High income,sec_completion,7,0.7
SMR,San Marino,High income,sec_enrol_gross,7,0.7
SMR,San Marino,High income,tert_enrol_gross,7,0.7
SMR,San Marino,High income,voice_account,9,0.9
SMR,San Marino,High income,work_age_share,10,1.0
SMR,San Marino,High income,youth_literacy,1,0.1
SAU,Saudi Arabia,High income,adult_literacy,3,0.3
SAU,Saudi Arabia,High income,ctrl_corrup,9,0.9
SAU,Saudi Arabia,High income,edu_spend_gdp,1,0.1
SAU,Saudi Arabia,High income,gdp_pc_ppp,10,1.0
SAU,Saudi Arabia,High income,gini,0,0.0
SAU,Saudi Arabia,High income,gov_effect,9,0.9
SAU,Saudi Arabia,High income,gpi_sec,9,0.9
SAU,Saudi Arabia,High income,gpi_tert,9,0.9
SAU,Saudi Arabia,High income,inc_share_low20,0,0.0
SAU,Saudi Arabia,High income,pop_total,10,1.0
SAU,Saudi Arabia,High income,poverty_215,0,0.0
SAU,Saudi Arabia,High income,sec_completion,9,0.9
SAU,Saudi Arabia,High income,sec_enrol_gross,9,0.9
SAU,Saudi Arabia,High income,tert_enrol_gross,9,0.9
SAU,Saudi Arabia,High income,voice_account,9,0.9
SAU,Saudi Arabia,High income,work_age_share,10,1.0
SAU,Saudi Arabia,High income,youth_literacy,3,0.3
SYC,Seychelles,High income,adult_literacy,0,0.0
SYC,Seychelles,High income,ctrl_corrup,9,0.9
SYC,Seychelles,High income,edu_spend_gdp,9,0.9
SYC,Seychelles,High income,gdp_pc_ppp,10,1.0
SYC,Seychelles,High income,gini,1,0.1
SYC,Seychelles,High income,gov_effect,9,0.9
SYC,Seychelles,High income,gpi_sec,10,1.0
SYC,Seychelles,High income,gpi_tert,10,1.0
SYC,Seychelles,High income,inc_share_low20,1,0.1
SYC,Seychelles,High income,pop_total,10,1.0
SYC,Seychelles,High income,poverty_215,1,0.1
SYC,Seychelles,High income,sec_completion,10,1.0
SYC,Seychelles,High income,sec_enrol_gross,10,1.0
SYC,Seychelles,High income,tert_enrol_gross,10,1.0
SYC,Seychelles,High income,voice_account,9,0.9
SYC,Seychelles,High income,work_age_share,10,1.0
SYC,Seychelles,High income,youth_literacy,0,0.0
SGP,Singapore,High income,adult_literacy,7,0.7
SGP,Singapore,High income,ctrl_corrup,9,0.9
SGP,Singapore,High income,edu_spend_gdp,10,1.0
SGP,Singapore,High income,gdp_pc_ppp,10,1.0
SGP,Singapore,High income,gini,0,0.0
SGP,Singapore,High income,gov_effect,9,0.9
SGP,Singapore,High income,gpi_sec,6,0.6
SGP,Singapore,High income,gpi_tert,8,0.8
SGP,Singapore,High income,inc_share_low20,0,0.0
SGP,Singapore,High income,pop_total,10,1.0
SGP,Singapore,High income,poverty_215,0,0.0
SGP,Singapore,High income,sec_completion,8,0.8
SGP,Singapore,High income,sec_enrol_gross,8,0.8
SGP,Singapore,High income,tert_enrol_gross,8,0.8
SGP,Singapore,High income,voice_account,9,0.9
SGP,Singapore,High income,work_age_share,10,1.0
SGP,Singapore,High income,youth_literacy,7,0.7
SXM,Sint Maarten (Dutch part),High income,adult_literacy,0,0.0
SXM,Sint Maarten (Dutch part),High income,ctrl_corrup,0,0.0
SXM,Sint Maarten (Dutch part),High income,edu_spend_gdp,2,0.2
SXM,Sint Maarten (Dutch part),High income,gdp_pc_ppp,10,1.0
SXM,Sint Maarten (Dutch part),High income,gini,0,0.0
SXM,Sint Maarten (Dutch part),High income,gov_effect,0,0.0
SXM,Sint Maarten (Dutch part),High income,gpi_sec,0,0.0
SXM,Sint Maarten (Dutch part),High income,gpi_tert,4,0.4
SXM,Sint Maarten (Dutch part),High income,inc_share_low20,0,0.0
SXM,Sint Maarten (Dutch part),High income,pop_total,10,1.0
SXM,Sint Maarten (Dutch part),High income,poverty_215,0,0.0
SXM,Sint Maarten (Dutch part),High income,sec_completion,0,0.0
SXM,Sint Maarten (Dutch part),High income,sec_enrol_gross,0,0.0
SXM,Sint Maarten (Dutch part),High income,tert_enrol_gross,4,0.4
SXM,Sint Maarten (Dutch part),High income,voice_account,0,0.0
SXM,Sint Maarten (Dutch part),High income,work_age_share,10,1.0
SXM,Sint Maarten (Dutch part),High income,youth_literacy,0,0.0
SVK,Slovak Republic,High income,adult_literacy,0,0.0
SVK,Slovak Republic,High income,ctrl_corrup,9,0.9
SVK,Slovak Republic,High income,edu_spend_gdp,8,0.8
SVK,Slovak Republic,High income,gdp_pc_ppp,10,1.0
SVK,Slovak Republic,High income,gini,9,0.9
SVK,Slovak Republic,High income,gov_effect,9,0.9
SVK,Slovak Republic,High income,gpi_sec,10,1.0
SVK,Slovak Republic,High income,gpi_tert,10,1.0
SVK,Slovak Republic,High income,inc_share_low20,9,0.9
SVK,Slovak Republic,High income,pop_total,10,1.0
SVK,Slovak Republic,High income,poverty_215,9,0.9
SVK,Slovak Republic,High income,sec_completion,10,1.0
SVK,Slovak Republic,High income,sec_enrol_gross,10,1.0
SVK,Slovak Republic,High income,tert_enrol_gross,10,1.0
SVK,Slovak Republic,High income,voice_account,9,0.9
SVK,Slovak Republic,High income,work_age_share,10,1.0
SVK,Slovak Republic,High income,youth_literacy,0,0.0
SVN,Slovenia,High income,adult_literacy,0,0.0
SVN,Slovenia,High income,ctrl_corrup,9,0.9
SVN,Slovenia,High income,edu_spend_gdp,8,0.8
SVN,Slovenia,High income,gdp_pc_ppp,10,1.0
SVN,Slovenia,High income,gini,9,0.9
SVN,Slovenia,High income,gov_effect,9,0.9
SVN,Slovenia,High income,gpi_sec,9,0.9
SVN,Slovenia,High income,gpi_tert,9,0.9
SVN,Slovenia,High income,inc_share_low20,9,0.9
SVN,Slovenia,High income,pop_total,10,1.0
SVN,Slovenia,High income,poverty_215,9,0.9
SVN,Slovenia,High income,sec_completion,9,0.9
SVN,Slovenia,High income,sec_enrol_gross,9,0.9
SVN,Slovenia,High income,tert_enrol_gross,9,0.9
SVN,Slovenia,High income,voice_account,9,0.9
SVN,Slovenia,High income,work_age_share,10,1.0
SVN,Slovenia,High income,youth_literacy,0,0.0
ESP,Spain,High income,adult_literacy,5,0.5
ESP,Spain,High income,ctrl_corrup,9,0.9
ESP,Spain,High income,edu_spend_gdp,8,0.8
ESP,Spain,High income,gdp_pc_ppp,10,1.0
ESP,Spain,High income,gini,9,0.9
ESP,Spain,High income,gov_effect,9,0.9
ESP,Spain,High income,gpi_sec,10,1.0
ESP,Spain,High income,gpi_tert,10,1.0
ESP,Spain,High income,inc_share_low20,9,0.9
ESP,Spain,High income,pop_total,10,1.0
ESP,Spain,High income,poverty_215,9,0.9
ESP,Spain,High income,sec_completion,10,1.0
ESP,Spain,High income,sec_enrol_gross,10,1.0
ESP,Spain,High income,tert_enrol_gross,10,1.0
ESP,Spain,High income,voice_account,9,0.9
ESP,Spain,High income,work_age_share,10,1.0
ESP,Spain,High income,youth_literacy,5,0.5
KNA,St. Kitts and Nevis,High income,adult_literacy,0,0.0
KNA,St. Kitts and Nevis,High income,ctrl_corrup,9,0.9
KNA,St. Kitts and Nevis,High income,edu_spend_gdp,9,0.9
KNA,St. Kitts and Nevis,High income,gdp_pc_ppp,10,1.0
KNA,St. Kitts and Nevis,High income,gini,0,0.0
KNA,St. Kitts and Nevis,High income,gov_effect,9,0.9
KNA,St. Kitts and Nevis,High income,gpi_sec,3,0.3
KNA,St. Kitts and Nevis,High income,gpi_tert,9,0.9
KNA,St. Kitts and Nevis,High income,inc_share_low20,0,0.0
KNA,St. Kitts and Nevis,High income,pop_total,10,1.0
KNA,St. Kitts and Nevis,High income,poverty_215,0,0.0
KNA,St. Kitts and Nevis,High income,sec_completion,9,0.9
KNA,St. Kitts and Nevis,High income,sec_enrol_gross,9,0.9
KNA,St. Kitts and Nevis,High income,tert_enrol_gross,1,0.1
KNA,St. Kitts and Nevis,High income,voice_account,9,0.9
KNA,St. Kitts and Nevis,High income,work_age_share,10,1.0
KNA,St. Kitts and Nevis,High income,youth_literacy,0,0.0
MAF,St. Martin (French part),High income,adult_literacy,0,0.0
MAF,St. Martin (French part),High income,ctrl_corrup,0,0.0
MAF,St. Martin (French part),High income,edu_spend_gdp,0,0.0
MAF,St. Martin (French part),High income,gdp_pc_ppp,0,0.0
MAF,St. Martin (French part),High income,gini,0,0.0
MAF,St. Martin (French part),High income,gov_effect,0,0.0
MAF,St. Martin (French part),High income,gpi_sec,0,0.0
MAF,St. Martin (French part),High income,gpi_tert,0,0.0
MAF,St. Martin (French part),High income,inc_share_low20,0,0.0
MAF,St. Martin (French part),High income,pop_total,10,1.0
MAF,St. Martin (French part),High income,poverty_215,0,0.0
MAF,St. Martin (French part),High income,sec_completion,0,0.0
MAF,St. Martin (French part),High income,sec_enrol_gross,0,0.0
MAF,St. Martin (French part),High income,tert_enrol_gross,0,0.0
MAF,St. Martin (French part),High income,voice_account,0,0.0
MAF,St. Martin (French part),High income,work_age_share,10,1.0
MAF,St. Martin (French part),High income,youth_literacy,0,0.0
SWE,Sweden,High income,adult_literacy,0,0.0
SWE,Sweden,High income,ctrl_corrup,9,0.9
SWE,Sweden,High income,edu_spend_gdp,8,0.8
SWE,Sweden,High income,gdp_pc_ppp,10,1.0
SWE,Sweden,High income,gini,9,0.9
SWE,Sweden,High income,gov_effect,9,0.9
SWE,Sweden,High income,gpi_sec,10,1.0
SWE,Sweden,High income,gpi_tert,10,1.0
SWE,Sweden,High income,inc_share_low20,9,0.9
SWE,Sweden,High income,pop_total,10,1.0
SWE,Sweden,High income,poverty_215,9,0.9
SWE,Sweden,High income,sec_completion,10,1.0
SWE,Sweden,High income,sec_enrol_gross,10,1.0
SWE,Sweden,High income,tert_enrol_gross,10,1.0
SWE,Sweden,High income,voice_account,9,0.9
SWE,Sweden,High income,work_age_share,10,1.0
SWE,Sweden,High income,youth_literacy,0,0.0
CHE,Switzerland,High income,adult_literacy,0,0.0
CHE,Switzerland,High income,ctrl_corrup,9,0.9
CHE,Switzerland,High income,edu_spend_gdp,8,0.8
CHE,Switzerland,High income,gdp_pc_ppp,10,1.0
CHE,Switzerland,High income,gini,8,0.8
CHE,Switzerland,High income,gov_effect,9,0.9
CHE,Switzerland,High income,gpi_sec,9,0.9
CHE,Switzerland,High income,gpi_tert,10,1.0
CHE,Switzerland,High income,inc_share_low20,8,0.8
CHE,Switzerland,High income,pop_total,10,1.0
CHE,Switzerland,High income,poverty_215,8,0.8
CHE,Switzerland,High income,sec_completion,10,1.0
CHE,Switzerland,High income,sec_enrol_gross,10,1.0
CHE,Switzerland,High income,tert_enrol_gross,10,1.0
CHE,Switzerland,High income,voice_account,9,0.9
CHE,Switzerland,High income,work_age_share,10,1.0
CHE,Switzerland,High income,youth_literacy,0,0.0
TTO,Trinidad and Tobago,High income,adult_literacy,0,0.0
TTO,Trinidad and Tobago,High income,ctrl_corrup,9,0.9
TTO,Trinidad and Tobago,High income,edu_spend_gdp,9,0.9
TTO,Trinidad and Tobago,High income,gdp_pc_ppp,10,1.0
TTO,Trinidad and Tobago,High income,gini,0,0.0
TTO,Trinidad and Tobago,High income,gov_effect,9,0.9
TTO,Trinidad and Tobago,High income,gpi_sec,2,0.2
TTO,Trinidad and Tobago,High income,gpi_tert,2,0.2
TTO,Trinidad and Tobago,High income,inc_share_low20,0,0.0
TTO,Trinidad and Tobago,High income,pop_total,10,1.0
TTO,Trinidad and Tobago,High income,poverty_215,0,0.0
TTO,Trinidad and Tobago,High income,sec_completion,4,0.4
TTO,Trinidad and Tobago,High income,sec_enrol_gross,2,0.2
TTO,Trinidad and Tobago,High income,tert_enrol_gross,1,0.1
TTO,Trinidad and Tobago,High income,voice_account,9,0.9
TTO,Trinidad and Tobago,High income,work_age_share,10,1.0
TTO,Trinidad and Tobago,High income,youth_literacy,1,0.1
TCA,Turks and Caicos Islands,High income,adult_literacy,0,0.0
TCA,Turks and Caicos Islands,High income,ctrl_corrup,0,0.0
TCA,Turks and Caicos Islands,High income,edu_spend_gdp,10,1.0
TCA,Turks and Caicos Islands,High income,gdp_pc_ppp,10,1.0
TCA,Turks and Caicos Islands,High income,gini,0,0.0
TCA,Turks and Caicos Islands,High income,gov_effect,0,0.0
TCA,Turks and Caicos Islands,High income,gpi_sec,5,0.5
TCA,Turks and Caicos Islands,High income,gpi_tert,10,1.0
TCA,Turks and Caicos Islands,High income,inc_share_low20,0,0.0
TCA,Turks and Caicos Islands,High income,pop_total,10,1.0
TCA,Turks and Caicos Islands,High income,poverty_215,0,0.0
TCA,Turks and Caicos Islands,High income,sec_completion,7,0.7
TCA,Turks and Caicos Islands,High income,sec_enrol_gross,10,1.0
TCA,Turks and Caicos Islands,High income,tert_enrol_gross,7,0.7
TCA,Turks and Caicos Islands,High income,voice_account,0,0.0
TCA,Turks and Caicos Islands,High income,work_age_share,10,1.0
TCA,Turks and Caicos Islands,High income,youth_literacy,1,0.1
ARE,United Arab Emirates,High income,adult_literacy,5,0.5
ARE,United Arab Emirates,High income,ctrl_corrup,9,0.9
ARE,United Arab Emirates,High income,edu_spend_gdp,3,0.3
ARE,United Arab Emirates,High income,gdp_pc_ppp,10,1.0
ARE,United Arab Emirates,High income,gini,1,0.1
ARE,United Arab Emirates,High income,gov_effect,9,0.9
ARE,United Arab Emirates,High income,gpi_sec,5,0.5
ARE,United Arab Emirates,High income,gpi_tert,7,0.7
ARE,United Arab Emirates,High income,inc_share_low20,1,0.1
ARE,United Arab Emirates,High income,pop_total,10,1.0
ARE,United Arab Emirates,High income,poverty_215,1,0.1
ARE,United Arab Emirates,High income,sec_completion,6,0.6
ARE,United Arab Emirates,High income,sec_enrol_gross,7,0.7
ARE,United Arab Emirates,High income,tert_enrol_gross,7,0.7
ARE,United Arab Emirates,High income,voice_account,9,0.9
ARE,United Arab Emirates,High income,work_age_share,10,1.0
ARE,United Arab Emirates,High income,youth_literacy,5,0.5
GBR,United Kingdom,High income,adult_literacy,0,0.0
GBR,United Kingdom,High income,ctrl_corrup,9,0.9
GBR,United Kingdom,High income,edu_spend_gdp,7,0.7
GBR,United Kingdom,High income,gdp_pc_ppp,10,1.0
GBR,United Kingdom,High income,gini,7,0.7
GBR,United Kingdom,High income,gov_effect,9,0.9
GBR,United Kingdom,High income,gpi_sec,8,0.8
GBR,United Kingdom,High income,gpi_tert,9,0.9
GBR,United Kingdom,High income,inc_share_low20,7,0.7
GBR,United Kingdom,High income,pop_total,10,1.0
GBR,United Kingdom,High income,poverty_215,7,0.7
GBR,United Kingdom,High income,sec_completion,7,0.7
GBR,United Kingdom,High income,sec_enrol_gross,8,0.8
GBR,United Kingdom,High income,tert_enrol_gross,9,0.9
GBR,United Kingdom,High income,voice_account,9,0.9
GBR,United Kingdom,High income,work_age_share,10,1.0
GBR,United Kingdom,High income,youth_literacy,0,0.0
USA,United States,High income,adult_literacy,0,0.0
USA,United States,High income,ctrl_corrup,9,0.9
USA,United States,High income,edu_spend_gdp,7,0.7
USA,United States,High income,gdp_pc_ppp,10,1.0
USA,United States,High income,gini,10,1.0
USA,United States,High income,gov_effect,9,0.9
USA,United States,High income,gpi_sec,7,0.7
USA,United States,High income,gpi_tert,8,0.8
USA,United States,High income,inc_share_low20,10,1.0
USA,United States,High income,pop_total,10,1.0
USA,United States,High income,poverty_215,10,1.0
USA,United States,High income,sec_completion,9,0.9
USA,United States,High income,sec_enrol_gross,8,0.8
USA,United States,High income,tert_enrol_gross,8,0.8
USA,United States,High income,voice_account,9,0.9
USA,United States,High income,work_age_share,10,1.0
USA,United States,High income,youth_literacy,0,0.0
URY,Uruguay,High income,adult_literacy,9,0.9
URY,Uruguay,High income,ctrl_corrup,9,0.9
URY,Uruguay,High income,edu_spend_gdp,9,0.9
URY,Uruguay,High income,gdp_pc_ppp,10,1.0
URY,Uruguay,High income,gini,10,1.0
URY,Uruguay,High income,gov_effect,9,0.9
URY,Uruguay,High income,gpi_sec,8,0.8
URY,Uruguay,High income,gpi_tert,7,0.7
URY,Uruguay,High income,inc_share_low20,10,1.0
URY,Uruguay,High income,pop_total,10,1.0
URY,Uruguay,High income,poverty_215,10,1.0
URY,Uruguay,High income,sec_completion,9,0.9
URY,Uruguay,High income,sec_enrol_gross,9,0.9
URY,Uruguay,High income,tert_enrol_gross,9,0.9
URY,Uruguay,High income,voice_account,9,0.9
URY,Uruguay,High income,work_age_share,10,1.0
URY,Uruguay,High income,youth_literacy,10,1.0
VIR,Virgin Islands (U.S.),High income,adult_literacy,0,0.0
VIR,Virgin Islands (U.S.),High income,ctrl_corrup,0,0.0
VIR,Virgin Islands (U.S.),High income,edu_spend_gdp,0,0.0
VIR,Virgin Islands (U.S.),High income,gdp_pc_ppp,8,0.8
VIR,Virgin Islands (U.S.),High income,gini,0,0.0
VIR,Virgin Islands (U.S.),High income,gov_effect,0,0.0
VIR,Virgin Islands (U.S.),High income,gpi_sec,0,0.0
VIR,Virgin Islands (U.S.),High income,gpi_tert,0,0.0
VIR,Virgin Islands (U.S.),High income,inc_share_low20,0,0.0
VIR,Virgin Islands (U.S.),High income,pop_total,10,1.0
VIR,Virgin Islands (U.S.),High income,poverty_215,0,0.0
VIR,Virgin Islands (U.S.),High income,sec_completion,0,0.0
VIR,Virgin Islands (U.S.),High income,sec_enrol_gross,0,0.0
VIR,Virgin Islands (U.S.),High income,tert_enrol_gross,0,0.0
VIR,Virgin Islands (U.S.),High income,voice_account,0,0.0
VIR,Virgin Islands (U.S.),High income,work_age_share,10,1.0
VIR,Virgin Islands (U.S.),High income,youth_literacy,0,0.0
ALB,Albania,Upper middle income,adult_literacy,2,0.2
ALB,Albania,Upper middle income,ctrl_corrup,9,0.9
ALB,Albania,Upper middle income,edu_spend_gdp,9,0.9
ALB,Albania,Upper middle income,gdp_pc_ppp,10,1.0
ALB,Albania,Upper middle income,gini,6,0.6
ALB,Albania,Upper middle income,gov_effect,9,0.9
ALB,Albania,Upper middle income,gpi_sec,8,0.8
ALB,Albania,Upper middle income,gpi_tert,10,1.0
ALB,Albania,Upper middle income,inc_share_low20,6,0.6
ALB,Albania,Upper middle income,pop_total,10,1.0
ALB,Albania,Upper middle income,poverty_215,6,0.6
ALB,Albania,Upper middle income,sec_completion,9,0.9
ALB,Albania,Upper middle income,sec_enrol_gross,10,1.0
ALB,Albania,Upper middle income,tert_enrol_gross,10,1.0
ALB,Albania,Upper middle income,voice_account,9,0.9
ALB,Albania,Upper middle income,work_age_share,10,1.0
ALB,Albania,Upper middle income,youth_literacy,2,0.2
DZA,Algeria,Upper middle income,adult_literacy,0,0.0
DZA,Algeria,Upper middle income,ctrl_corrup,9,0.9
DZA,Algeria,Upper middle income,edu_spend_gdp,10,1.0
DZA,Algeria,Upper middle income,gdp_pc_ppp,10,1.0
DZA,Algeria,Upper middle income,gini,0,0.0
DZA,Algeria,Upper middle income,gov_effect,9,0.9
DZA,Algeria,Upper middle income,gpi_sec,10,1.0
DZA,Algeria,Upper middle income,gpi_tert,10,1.0
DZA,Algeria,Upper middle income,inc_share_low20,0,0.0
DZA,Algeria,Upper middle income,pop_total,10,1.0
DZA,Algeria,Upper middle income,poverty_215,0,0.0
DZA,Algeria,Upper middle income,sec_completion,10,1.0
DZA,Algeria,Upper middle income,sec_enrol_gross,10,1.0
DZA,Algeria,Upper middle income,tert_enrol_gross,10,1.0
DZA,Algeria,Upper middle income,voice_account,9,0.9
DZA,Algeria,Upper middle income,work_age_share,10,1.0
DZA,Algeria,Upper middle income,youth_literacy,0,0.0
ARG,Argentina,Upper middle income,adult_literacy,1,0.1
ARG,Argentina,Upper middle income,ctrl_corrup,9,0.9
ARG,Argentina,Upper middle income,edu_spend_gdp,9,0.9
ARG,Argentina,Upper middle income,gdp_pc_ppp,10,1.0
ARG,Argentina,Upper middle income,gini,9,0.9
ARG,Argentina,Upper middle income,gov_effect,9,0.9
ARG,Argentina,Upper middle income,gpi_sec,6,0.6
ARG,Argentina,Upper middle income,gpi_tert,9,0.9
ARG,Argentina,Upper middle income,inc_share_low20,9,0.9
ARG,Argentina,Upper middle income,pop_total,10,1.0
ARG,Argentina,Upper middle income,poverty_215,9,0.9
ARG,Argentina,Upper middle income,sec_completion,9,0.9
ARG,Argentina,Upper middle income,sec_enrol_gross,9,0.9
ARG,Argentina,Upper middle income,tert_enrol_gross,9,0.9
ARG,Argentina,Upper middle income,voice_account,9,0.9
