iso3c,country,income_group,nice,years_available,coverage_share
IRN,"Iran, Islamic Rep.",Upper middle income,sec_completion,6,0.6
IRN,"Iran, Islamic Rep.",Upper middle income,sec_enrol_gross,6,0.6
IRN,"Iran, Islamic Rep.",Upper middle income,tert_enrol_gross,8,0.8
IRN,"Iran, Islamic Rep.",Upper middle income,voice_account,9,0.9
IRN,"Iran, Islamic Rep.",Upper middle income,work_age_share,10,1.0
IRN,"Iran, Islamic Rep.",Upper middle income,youth_literacy,9,0.9
IRQ,Iraq,Upper middle income,adult_literacy,3,0.3
IRQ,Iraq,Upper middle income,ctrl_corrup,9,0.9
IRQ,Iraq,Upper middle income,edu_spend_gdp,0,0.0
IRQ,Iraq,Upper middle income,gdp_pc_ppp,10,1.0
IRQ,Iraq,Upper middle income,gini,1,0.1
IRQ,Iraq,Upper middle income,gov_effect,9,0.9
IRQ,Iraq,Upper middle income,gpi_sec,0,0.0
IRQ,Iraq,Upper middle income,gpi_tert,0,0.0
IRQ,Iraq,Upper middle income,inc_share_low20,1,0.1
IRQ,Iraq,Upper middle income,pop_total,10,1.0
IRQ,Iraq,Upper middle income,poverty_215,1,0.1
IRQ,Iraq,Upper middle income,sec_completion,0,0.0
IRQ,Iraq,Upper middle income,sec_enrol_gross,0,0.0
IRQ,Iraq,Upper middle income,tert_enrol_gross,0,0.0
IRQ,Iraq,Upper middle income,voice_account,9,0.9
IRQ,Iraq,Upper middle income,work_age_share,10,1.0
IRQ,Iraq,Upper middle income,youth_literacy,3,0.3
JAM,Jamaica,Upper middle income,adult_literacy,0,0.0
JAM,Jamaica,Upper middle income,ctrl_corrup,9,0.9
JAM,Jamaica,Upper middle income,edu_spend_gdp,10,1.0
JAM,Jamaica,Upper middle income,gdp_pc_ppp,10,1.0
JAM,Jamaica,Upper middle income,gini,2,0.2
JAM,Jamaica,Upper middle income,gov_effect,9,0.9
JAM,Jamaica,Upper middle income,gpi_sec,9,0.9
JAM,Jamaica,Upper middle income,gpi_tert,10,1.0
JAM,Jamaica,Upper middle income,inc_share_low20,2,0.2
JAM,Jamaica,Upper middle income,pop_total,10,1.0
JAM,Jamaica,Upper middle income,poverty_215,2,0.2
JAM,Jamaica,Upper middle income,sec_completion,10,1.0
JAM,Jamaica,Upper middle income,sec_enrol_gross,10,1.0
JAM,Jamaica,Upper middle income,tert_enrol_gross,1,0.1
JAM,Jamaica,Upper middle income,voice_account,9,0.9
JAM,Jamaica,Upper middle income,work_age_share,10,1.0
JAM,Jamaica,Upper middle income,youth_literacy,1,0.1
KAZ,Kazakhstan,Upper middle income,adult_literacy,0,0.0
KAZ,Kazakhstan,Upper middle income,ctrl_corrup,9,0.9
KAZ,Kazakhstan,Upper middle income,edu_spend_gdp,9,0.9
KAZ,Kazakhstan,Upper middle income,gdp_pc_ppp,10,1.0
KAZ,Kazakhstan,Upper middle income,gini,7,0.7
KAZ,Kazakhstan,Upper middle income,gov_effect,9,0.9
KAZ,Kazakhstan,Upper middle income,gpi_sec,10,1.0
KAZ,Kazakhstan,Upper middle income,gpi_tert,10,1.0
KAZ,Kazakhstan,Upper middle income,inc_share_low20,7,0.7
KAZ,Kazakhstan,Upper middle income,pop_total,10,1.0
KAZ,Kazakhstan,Upper middle income,poverty_215,7,0.7
KAZ,Kazakhstan,Upper middle income,sec_completion,10,1.0
KAZ,Kazakhstan,Upper middle income,sec_enrol_gross,10,1.0
KAZ,Kazakhstan,Upper middle income,tert_enrol_gross,10,1.0
KAZ,Kazakhstan,Upper middle income,voice_account,9,0.9
KAZ,Kazakhstan,Upper middle income,work_age_share,10,1.0
KAZ,Kazakhstan,Upper middle income,youth_literacy,0,0.0
XKX,Kosovo,Upper middle income,adult_literacy,0,0.0
XKX,Kosovo,Upper middle income,ctrl_corrup,0,0.0
XKX,Kosovo,Upper middle income,edu_spend_gdp,0,0.0
XKX,Kosovo,Upper middle income,gdp_pc_ppp,10,1.0
XKX,Kosovo,Upper middle income,gini,8,0.8
XKX,Kosovo,Upper middle income,gov_effect,0,0.0
XKX,Kosovo,Upper middle income,gpi_sec,0,0.0
XKX,Kosovo,Upper middle income,gpi_tert,0,0.0
XKX,Kosovo,Upper middle income,inc_share_low20,8,0.8
XKX,Kosovo,Upper middle income,pop_total,10,1.0
XKX,Kosovo,Upper middle income,poverty_215,8,0.8
XKX,Kosovo,Upper middle income,sec_completion,0,0.0
XKX,Kosovo,Upper middle income,sec_enrol_gross,0,0.0
XKX,Kosovo,Upper middle income,tert_enrol_gross,0,0.0
XKX,Kosovo,Upper middle income,voice_account,0,0.0
XKX,Kosovo,Upper middle income,work_age_share,10,1.0
XKX,Kosovo,Upper middle income,youth_literacy,0,0.0
LBY,Libya,Upper middle income,adult_literacy,0,0.0
LBY,Libya,Upper middle income,ctrl_corrup,9,0.9
LBY,Libya,Upper middle income,edu_spend_gdp,0,0.0
LBY,Libya,Upper middle income,gdp_pc_ppp,10,1.0
LBY,Libya,Upper middle income,gini,0,0.0
LBY,Libya,Upper middle income,gov_effect,9,0.9
LBY,Libya,Upper middle income,gpi_sec,0,0.0
LBY,Libya,Upper middle income,gpi_tert,0,0.0
LBY,Libya,Upper middle income,inc_share_low20,0,0.0
LBY,Libya,Upper middle income,pop_total,10,1.0
LBY,Libya,Upper middle income,poverty_215,0,0.0
LBY,Libya,Upper middle income,sec_completion,0,0.0
LBY,Libya,Upper middle income,sec_enrol_gross,0,0.0
LBY,Libya,Upper middle income,tert_enrol_gross,0,0.0
LBY,Libya,Upper middle income,voice_account,9,0.9
LBY,Libya,Upper middle income,work_age_share,10,1.0
LBY,Libya,Upper middle income,youth_literacy,0,0.0
MYS,Malaysia,Upper middle income,adult_literacy,5,0.5
MYS,Malaysia,Upper middle income,ctrl_corrup,9,0.9
MYS,Malaysia,Upper middle income,edu_spend_gdp,9,0.9
MYS,Malaysia,Upper middle income,gdp_pc_ppp,10,1.0
MYS,Malaysia,Upper middle income,gini,3,0.3
MYS,Malaysia,Upper middle income,gov_effect,9,0.9
MYS,Malaysia,Upper middle income,gpi_sec,10,1.0
MYS,Malaysia,Upper middle income,gpi_tert,10,1.0
MYS,Malaysia,Upper middle income,inc_share_low20,3,0.3
MYS,Malaysia,Upper middle income,pop_total,10,1.0
MYS,Malaysia,Upper middle income,poverty_215,3,0.3
MYS,Malaysia,Upper middle income,sec_completion,10,1.0
MYS,Malaysia,Upper middle income,sec_enrol_gross,10,1.0
MYS,Malaysia,Upper middle income,tert_enrol_gross,10,1.0
MYS,Malaysia,Upper middle income,voice_account,9,0.9
MYS,Malaysia,Upper middle income,work_age_share,10,1.0
MYS,Malaysia,Upper middle income,youth_literacy,5,0.5
MDV,Maldives,Upper middle income,adult_literacy,3,0.3
MDV,Maldives,Upper middle income,ctrl_corrup,9,0.9
MDV,Maldives,Upper middle income,edu_spend_gdp,9,0.9
MDV,Maldives,Upper middle income,gdp_pc_ppp,10,1.0
MDV,Maldives,Upper middle income,gini,2,0.2
MDV,Maldives,Upper middle income,gov_effect,9,0.9
MDV,Maldives,Upper middle income,gpi_sec,6,0.6
MDV,Maldives,Upper middle income,gpi_tert,9,0.9
MDV,Maldives,Upper middle income,inc_share_low20,2,0.2
MDV,Maldives,Upper middle income,pop_total,10,1.0
MDV,Maldives,Upper middle income,poverty_215,2,0.2
MDV,Maldives,Upper middle income,sec_completion,8,0.8
MDV,Maldives,Upper middle income,sec_enrol_gross,9,0.9
MDV,Maldives,Upper middle income,tert_enrol_gross,5,0.5
MDV,Maldives,Upper middle income,voice_account,9,0.9
MDV,Maldives,Upper middle income,work_age_share,10,1.0
MDV,Maldives,Upper middle income,youth_literacy,3,0.3
MHL,Marshall Islands,Upper middle income,adult_literacy,2,0.2
MHL,Marshall Islands,Upper middle income,ctrl_corrup,9,0.9
MHL,Marshall Islands,Upper middle income,edu_spend_gdp,4,0.4
MHL,Marshall Islands,Upper middle income,gdp_pc_ppp,10,1.0
MHL,Marshall Islands,Upper middle income,gini,1,0.1
MHL,Marshall Islands,Upper middle income,gov_effect,9,0.9
MHL,Marshall Islands,Upper middle income,gpi_sec,7,0.7
MHL,Marshall Islands,Upper middle income,gpi_tert,8,0.8
MHL,Marshall Islands,Upper middle income,inc_share_low20,1,0.1
MHL,Marshall Islands,Upper middle income,pop_total,10,1.0
MHL,Marshall Islands,Upper middle income,poverty_215,1,0.1
MHL,Marshall Islands,Upper middle income,sec_completion,7,0.7
MHL,Marshall Islands,Upper middle income,sec_enrol_gross,8,0.8
MHL,Marshall Islands,Upper middle income,tert_enrol_gross,5,0.5
MHL,Marshall Islands,Upper middle income,voice_account,9,0.9
MHL,Marshall Islands,Upper middle income,work_age_share,10,1.0
MHL,Marshall Islands,Upper middle income,youth_literacy,2,0.2
MUS,Mauritius,Upper middle income,adult_literacy,4,0.4
MUS,Mauritius,Upper middle income,ctrl_corrup,9,0.9
MUS,Mauritius,Upper middle income,edu_spend_gdp,10,1.0
MUS,Mauritius,Upper middle income,gdp_pc_ppp,10,1.0
MUS,Mauritius,Upper middle income,gini,1,0.1
MUS,Mauritius,Upper middle income,gov_effect,9,0.9
MUS,Mauritius,Upper middle income,gpi_sec,9,0.9
MUS,Mauritius,Upper middle income,gpi_tert,10,1.0
MUS,Mauritius,Upper middle income,inc_share_low20,1,0.1
MUS,Mauritius,Upper middle income,pop_total,10,1.0
MUS,Mauritius,Upper middle income,poverty_215,1,0.1
MUS,Mauritius,Upper middle income,sec_completion,9,0.9
MUS,Mauritius,Upper middle income,sec_enrol_gross,9,0.9
MUS,Mauritius,Upper middle income,tert_enrol_gross,10,1.0
MUS,Mauritius,Upper middle income,voice_account,9,0.9
MUS,Mauritius,Upper middle income,work_age_share,10,1.0
MUS,Mauritius,Upper middle income,youth_literacy,3,0.3
MEX,Mexico,Upper middle income,adult_literacy,10,1.0
MEX,Mexico,Upper middle income,ctrl_corrup,9,0.9
MEX,Mexico,Upper middle income,edu_spend_gdp,7,0.7
MEX,Mexico,Upper middle income,gdp_pc_ppp,10,1.0
MEX,Mexico,Upper middle income,gini,5,0.5
MEX,Mexico,Upper middle income,gov_effect,9,0.9
MEX,Mexico,Upper middle income,gpi_sec,10,1.0
MEX,Mexico,Upper middle income,gpi_tert,10,1.0
MEX,Mexico,Upper middle income,inc_share_low20,5,0.5
MEX,Mexico,Upper middle income,pop_total,10,1.0
MEX,Mexico,Upper middle income,poverty_215,5,0.5
MEX,Mexico,Upper middle income,sec_completion,10,1.0
MEX,Mexico,Upper middle income,sec_enrol_gross,10,1.0
MEX,Mexico,Upper middle income,tert_enrol_gross,10,1.0
MEX,Mexico,Upper middle income,voice_account,9,0.9
MEX,Mexico,Upper middle income,work_age_share,10,1.0
MEX,Mexico,Upper middle income,youth_literacy,10,1.0
MDA,Moldova,Upper middle income,adult_literacy,0,0.0
MDA,Moldova,Upper middle income,ctrl_corrup,9,0.9
MDA,Moldova,Upper middle income,edu_spend_gdp,9,0.9
MDA,Moldova,Upper middle income,gdp_pc_ppp,10,1.0
MDA,Moldova,Upper middle income,gini,9,0.9
MDA,Moldova,Upper middle income,gov_effect,9,0.9
MDA,Moldova,Upper middle income,gpi_sec,7,0.7
MDA,Moldova,Upper middle income,gpi_tert,10,1.0
MDA,Moldova,Upper middle income,inc_share_low20,9,0.9
MDA,Moldova,Upper middle income,pop_total,10,1.0
MDA,Moldova,Upper middle income,poverty_215,9,0.9
MDA,Moldova,Upper middle income,sec_completion,10,1.0
MDA,Moldova,Upper middle income,sec_enrol_gross,10,1.0
MDA,Moldova,Upper middle income,tert_enrol_gross,10,1.0
MDA,Moldova,Upper middle income,voice_account,9,0.9
MDA,Moldova,Upper middle income,work_age_share,10,1.0
MDA,Moldova,Upper middle income,youth_literacy,0,0.0
MNG,Mongolia,Upper middle income,adult_literacy,7,0.7
MNG,Mongolia,Upper middle income,ctrl_corrup,9,0.9
MNG,Mongolia,Upper middle income,edu_spend_gdp,5,0.5
MNG,Mongolia,Upper middle income,gdp_pc_ppp,10,1.0
MNG,Mongolia,Upper middle income,gini,3,0.3
MNG,Mongolia,Upper middle income,gov_effect,9,0.9
MNG,Mongolia,Upper middle income,gpi_sec,6,0.6
MNG,Mongolia,Upper middle income,gpi_tert,10,1.0
MNG,Mongolia,Upper middle income,inc_share_low20,3,0.3
MNG,Mongolia,Upper middle income,pop_total,10,1.0
MNG,Mongolia,Upper middle income,poverty_215,3,0.3
MNG,Mongolia,Upper middle income,sec_completion,8,0.8
MNG,Mongolia,Upper middle income,sec_enrol_gross,6,0.6
MNG,Mongolia,Upper middle income,tert_enrol_gross,10,1.0
MNG,Mongolia,Upper middle income,voice_account,9,0.9
MNG,Mongolia,Upper middle income,work_age_share,10,1.0
MNG,Mongolia,Upper middle income,youth_literacy,7,0.7
MNE,Montenegro,Upper middle income,adult_literacy,1,0.1
MNE,Montenegro,Upper middle income,ctrl_corrup,9,0.9
MNE,Montenegro,Upper middle income,edu_spend_gdp,0,0.0
MNE,Montenegro,Upper middle income,gdp_pc_ppp,10,1.0
MNE,Montenegro,Upper middle income,gini,7,0.7
MNE,Montenegro,Upper middle income,gov_effect,9,0.9
MNE,Montenegro,Upper middle income,gpi_sec,7,0.7
MNE,Montenegro,Upper middle income,gpi_tert,9,0.9
MNE,Montenegro,Upper middle income,inc_share_low20,7,0.7
MNE,Montenegro,Upper middle income,pop_total,10,1.0
MNE,Montenegro,Upper middle income,poverty_215,7,0.7
MNE,Montenegro,Upper middle income,sec_completion,9,0.9
MNE,Montenegro,Upper middle income,sec_enrol_gross,9,0.9
MNE,Montenegro,Upper middle income,tert_enrol_gross,9,0.9
MNE,Montenegro,Upper middle income,voice_account,9,0.9
MNE,Montenegro,Upper middle income,work_age_share,10,1.0
MNE,Montenegro,Upper middle income,youth_literacy,1,0.1
MKD,North Macedonia,Upper middle income,adult_literacy,0,0.0
MKD,North Macedonia,Upper middle income,ctrl_corrup,9,0.9
MKD,North Macedonia,Upper middle income,edu_spend_gdp,0,0.0
MKD,North Macedonia,Upper middle income,gdp_pc_ppp,10,1.0
MKD,North Macedonia,Upper middle income,gini,5,0.5
MKD,North Macedonia,Upper middle income,gov_effect,9,0.9
MKD,North Macedonia,Upper middle income,gpi_sec,5,0.5
MKD,North Macedonia,Upper middle income,gpi_tert,8,0.8
MKD,North Macedonia,Upper middle income,inc_share_low20,5,0.5
MKD,North Macedonia,Upper middle income,pop_total,10,1.0
MKD,North Macedonia,Upper middle income,poverty_215,5,0.5
MKD,North Macedonia,Upper middle income,sec_completion,8,0.8
MKD,North Macedonia,Upper middle income,sec_enrol_gross,8,0.8
MKD,North Macedonia,Upper middle income,tert_enrol_gross,8,0.8
MKD,North Macedonia,Upper middle income,voice_account,9,0.9
MKD,North Macedonia,Upper middle income,work_age_share,10,1.0
MKD,North Macedonia,Upper middle income,youth_literacy,0,0.0
PRY,Paraguay,Upper middle income,adult_literacy,6,0.6
PRY,Paraguay,Upper middle income,ctrl_corrup,9,0.9
PRY,Paraguay,Upper middle income,edu_spend_gdp,10,1.0
PRY,Paraguay,Upper middle income,gdp_pc_ppp,10,1.0
PRY,Paraguay,Upper middle income,gini,10,1.0
PRY,Paraguay,Upper middle income,gov_effect,9,0.9
PRY,Paraguay,Upper middle income,gpi_sec,6,0.6
PRY,Paraguay,Upper middle income,gpi_tert,6,0.6
PRY,Paraguay,Upper middle income,inc_share_low20,10,1.0
PRY,Paraguay,Upper middle income,pop_total,10,1.0
PRY,Paraguay,Upper middle income,poverty_215,10,1.0
PRY,Paraguay,Upper middle income,sec_completion,6,0.6
PRY,Paraguay,Upper middle income,sec_enrol_gross,6,0.6
PRY,Paraguay,Upper middle income,tert_enrol_gross,0,0.0
PRY,Paraguay,Upper middle income,voice_account,9,0.9
PRY,Paraguay,Upper middle income,work_age_share,10,1.0
PRY,Paraguay,Upper middle income,youth_literacy,10,1.0
PER,Peru,Upper middle income,adult_literacy,6,0.6
PER,Peru,Upper middle income,ctrl_corrup,9,0.9
PER,Peru,Upper middle income,edu_spend_gdp,10,1.0
PER,Peru,Upper middle income,gdp_pc_ppp,10,1.0
PER,Peru,Upper middle income,gini,10,1.0
PER,Peru,Upper middle income,gov_effect,9,0.9
PER,Peru,Upper middle income,gpi_sec,7,0.7
PER,Peru,Upper middle income,gpi_tert,10,1.0
PER,Peru,Upper middle income,inc_share_low20,10,1.0
PER,Peru,Upper middle income,pop_total,10,1.0
PER,Peru,Upper middle income,poverty_215,10,1.0
PER,Peru,Upper middle income,sec_completion,6,0.6
PER,Peru,Upper middle income,sec_enrol_gross,10,1.0
PER,Peru,Upper middle income,tert_enrol_gross,2,0.2
PER,Peru,Upper middle income,voice_account,9,0.9
PER,Peru,Upper middle income,work_age_share,10,1.0
PER,Peru,Upper middle income,youth_literacy,10,1.0
WSM,Samoa,Upper middle income,adult_literacy,3,0.3
WSM,Samoa,Upper middle income,ctrl_corrup,9,0.9
WSM,Samoa,Upper middle income,edu_spend_gdp,10,1.0
WSM,Samoa,Upper middle income,gdp_pc_ppp,10,1.0
WSM,Samoa,Upper middle income,gini,0,0.0
WSM,Samoa,Upper middle income,gov_effect,9,0.9
WSM,Samoa,Upper middle income,gpi_sec,2,0.2
WSM,Samoa,Upper middle income,gpi_tert,10,1.0
WSM,Samoa,Upper middle income,inc_share_low20,0,0.0
WSM,Samoa,Upper middle income,pop_total,10,1.0
WSM,Samoa,Upper middle income,poverty_215,0,0.0
WSM,Samoa,Upper middle income,sec_completion,10,1.0
WSM,Samoa,Upper middle income,sec_enrol_gross,10,1.0
WSM,Samoa,Upper middle income,tert_enrol_gross,8,0.8
WSM,Samoa,Upper middle income,voice_account,9,0.9
WSM,Samoa,Upper middle income,work_age_share,10,1.0
WSM,Samoa,Upper middle income,youth_literacy,3,0.3
SRB,Serbia,Upper middle income,adult_literacy,3,0.3
SRB,Serbia,Upper middle income,ctrl_corrup,9,0.9
SRB,Serbia,Upper middle income,edu_spend_gdp,7,0.7
SRB,Serbia,Upper middle income,gdp_pc_ppp,10,1.0
SRB,Serbia,Upper middle income,gini,9,0.9
SRB,Serbia,Upper middle income,gov_effect,9,0.9
SRB,Serbia,Upper middle income,gpi_sec,9,0.9
SRB,Serbia,Upper middle income,gpi_tert,10,1.0
SRB,Serbia,Upper middle income,inc_share_low20,9,0.9
SRB,Serbia,Upper middle income,pop_total,10,1.0
SRB,Serbia,Upper middle income,poverty_215,9,0.9
SRB,Serbia,Upper middle income,sec_completion,8,0.8
SRB,Serbia,Upper middle income,sec_enrol_gross,9,0.9
SRB,Serbia,Upper middle income,tert_enrol_gross,10,1.0
SRB,Serbia,Upper middle income,voice_account,9,0.9
SRB,Serbia,Upper middle income,work_age_share,10,1.0
SRB,Serbia,Upper middle income,youth_literacy,3,0.3
ZAF,South Africa,Upper middle income,adult_literacy,5,0.5
ZAF,South Africa,Upper middle income,ctrl_corrup,9,0.9
ZAF,South Africa,Upper middle income,edu_spend_gdp,10,1.0
ZAF,South Africa,Upper middle income,gdp_pc_ppp,10,1.0
ZAF,South Africa,Upper middle income,gini,1,0.1
ZAF,South Africa,Upper middle income,gov_effect,9,0.9
ZAF,South Africa,Upper middle income,gpi_sec,9,0.9
ZAF,South Africa,Upper middle income,gpi_tert,9,0.9
ZAF,South Africa,Upper middle income,inc_share_low20,1,0.1
ZAF,South Africa,Upper middle income,pop_total,10,1.0
ZAF,South Africa,Upper middle income,poverty_215,1,0.1
ZAF,South Africa,Upper middle income,sec_completion,7,0.7
ZAF,South Africa,Upper middle income,sec_enrol_gross,9,0.9
ZAF,South Africa,Upper middle income,tert_enrol_gross,9,0.9
ZAF,South Africa,Upper middle income,voice_account,9,0.9
ZAF,South Africa,Upper middle income,work_age_share,10,1.0
ZAF,South Africa,Upper middle income,youth_literacy,5,0.5
LCA,St. Lucia,Upper middle income,adult_literacy,0,0.0
LCA,St. Lucia,Upper middle income,ctrl_corrup,9,0.9
LCA,St. Lucia,Upper middle income,edu_spend_gdp,10,1.0
LCA,St. Lucia,Upper middle income,gdp_pc_ppp,10,1.0
LCA,St. Lucia,Upper middle income,gini,1,0.1
LCA,St. Lucia,Upper middle income,gov_effect,9,0.9
LCA,St. Lucia,Upper middle income,gpi_sec,10,1.0
LCA,St. Lucia,Upper middle income,gpi_tert,9,0.9
LCA,St. Lucia,Upper middle income,inc_share_low20,1,0.1
LCA,St. Lucia,Upper middle income,pop_total,10,1.0
LCA,St. Lucia,Upper middle income,poverty_215,1,0.1
LCA,St. Lucia,Upper middle income,sec_completion,9,0.9
LCA,St. Lucia,Upper middle income,sec_enrol_gross,10,1.0
LCA,St. Lucia,Upper middle income,tert_enrol_gross,8,0.8
LCA,St. Lucia,Upper middle income,voice_account,9,0.9
LCA,St. Lucia,Upper middle income,work_age_share,10,1.0
LCA,St. Lucia,Upper middle income,youth_literacy,0,0.0
VCT,St. Vincent and the Grenadines,Upper middle income,adult_literacy,0,0.0
VCT,St. Vincent and the Grenadines,Upper middle income,ctrl_corrup,9,0.9
VCT,St. Vincent and the Grenadines,Upper middle income,edu_spend_gdp,7,0.7
VCT,St. Vincent and the Grenadines,Upper middle income,gdp_pc_ppp,10,1.0
VCT,St. Vincent and the Grenadines,Upper middle income,gini,0,0.0
VCT,St. Vincent and the Grenadines,Upper middle income,gov_effect,9,0.9
VCT,St. Vincent and the Grenadines,Upper middle income,gpi_sec,4,0.4
VCT,St. Vincent and the Grenadines,Upper middle income,gpi_tert,10,1.0
VCT,St. Vincent and the Grenadines,Upper middle income,inc_share_low20,0,0.0
VCT,St. Vincent and the Grenadines,Upper middle income,pop_total,10,1.0
VCT,St. Vincent and the Grenadines,Upper middle income,poverty_215,0,0.0
VCT,St. Vincent and the Grenadines,Upper middle income,sec_completion,10,1.0
VCT,St. Vincent and the Grenadines,Upper middle income,sec_enrol_gross,7,0.7
VCT,St. Vincent and the Grenadines,Upper middle income,tert_enrol_gross,8,0.8
VCT,St. Vincent and the Grenadines,Upper middle income,voice_account,9,0.9
VCT,St. Vincent and the Grenadines,Upper middle income,work_age_share,10,1.0
VCT,St. Vincent and the Grenadines,Upper middle income,youth_literacy,0,0.0
SUR,Suriname,Upper middle income,adult_literacy,0,0.0
SUR,Suriname,Upper middle income,ctrl_corrup,9,0.9
SUR,Suriname,Upper middle income,edu_spend_gdp,9,0.9
SUR,Suriname,Upper middle income,gdp_pc_ppp,10,1.0
SUR,Suriname,Upper middle income,gini,1,0.1
SUR,Suriname,Upper middle income,gov_effect,9,0.9
SUR,Suriname,Upper middle income,gpi_sec,8,0.8
SUR,Suriname,Upper middle income,gpi_tert,10,1.0
SUR,Suriname,Upper middle income,inc_share_low20,1,0.1
SUR,Suriname,Upper middle income,pop_total,10,1.0
SUR,Suriname,Upper middle income,poverty_215,1,0.1
SUR,Suriname,Upper middle income,sec_completion,7,0.7
SUR,Suriname,Upper middle income,sec_enrol_gross,9,0.9
SUR,Suriname,Upper middle income,tert_enrol_gross,6,0.6
SUR,Suriname,Upper middle income,voice_account,9,0.9
SUR,Suriname,Upper middle income,work_age_share,10,1.0
SUR,Suriname,Upper middle income,youth_literacy,1,0.1
THA,Thailand,Upper middle income,adult_literacy,5,0.5
THA,Thailand,Upper middle income,ctrl_corrup,9,0.9
THA,Thailand,Upper middle income,edu_spend_gdp,9,0.9
THA,Thailand,Upper middle income,gdp_pc_ppp,10,1.0
THA,Thailand,Upper middle income,gini,10,1.0
THA,Thailand,Upper middle income,gov_effect,9,0.9
THA,Thailand,Upper middle income,gpi_sec,8,0.8
THA,Thailand,Upper middle income,gpi_tert,10,1.0
THA,Thailand,Upper middle income,inc_share_low20,10,1.0
THA,Thailand,Upper middle income,pop_total,10,1.0
THA,Thailand,Upper middle income,poverty_215,10,1.0
THA,Thailand,Upper middle income,sec_completion,10,1.0
THA,Thailand,Upper middle income,sec_enrol_gross,10,1.0
THA,Thailand,Upper middle income,tert_enrol_gross,10,1.0
THA,Thailand,Upper middle income,voice_account,9,0.9
THA,Thailand,Upper middle income,work_age_share,10,1.0
THA,Thailand,Upper middle income,youth_literacy,5,0.5
TON,Tonga,Upper middle income,adult_literacy,3,0.3
TON,Tonga,Upper middle income,ctrl_corrup,9,0.9
TON,Tonga,Upper middle income,edu_spend_gdp,6,0.6
TON,Tonga,Upper middle income,gdp_pc_ppp,9,0.9
TON,Tonga,Upper middle income,gini,2,0.2
TON,Tonga,Upper middle income,gov_effect,9,0.9
TON,Tonga,Upper middle income,gpi_sec,5,0.5
TON,Tonga,Upper middle income,gpi_tert,8,0.8
TON,Tonga,Upper middle income,inc_share_low20,2,0.2
TON,Tonga,Upper middle income,pop_total,10,1.0
TON,Tonga,Upper middle income,poverty_215,2,0.2
TON,Tonga,Upper middle income,sec_completion,8,0.8
TON,Tonga,Upper middle income,sec_enrol_gross,8,0.8
TON,Tonga,Upper middle income,tert_enrol_gross,2,0.2
TON,Tonga,Upper middle income,voice_account,9,0.9
TON,Tonga,Upper middle income,work_age_share,10,1.0
TON,Tonga,Upper middle income,youth_literacy,4,0.4
TUR,Turkiye,Upper middle income,adult_literacy,5,0.5
TUR,Turkiye,Upper middle income,ctrl_corrup,9,0.9
TUR,Turkiye,Upper middle income,edu_spend_gdp,8,0.8
TUR,Turkiye,Upper middle income,gdp_pc_ppp,10,1.0
TUR,Turkiye,Upper middle income,gini,9,0.9
TUR,Turkiye,Upper middle income,gov_effect,9,0.9
TUR,Turkiye,Upper middle income,gpi_sec,7,0.7
TUR,Turkiye,Upper middle income,gpi_tert,9,0.9
TUR,Turkiye,Upper middle income,inc_share_low20,9,0.9
TUR,Turkiye,Upper middle income,pop_total,10,1.0
TUR,Turkiye,Upper middle income,poverty_215,9,0.9
TUR,Turkiye,Upper middle income,sec_completion,9,0.9
TUR,Turkiye,Upper middle income,sec_enrol_gross,9,0.9
TUR,Turkiye,Upper middle income,tert_enrol_gross,9,0.9
TUR,Turkiye,Upper middle income,voice_account,9,0.9
TUR,Turkiye,Upper middle income,work_age_share,10,1.0
TUR,Turkiye,Upper middle income,youth_literacy,7,0.7
TKM,Turkmenistan,Upper middle income,adult_literacy,1,0.1
TKM,Turkmenistan,Upper middle income,ctrl_corrup,9,0.9
TKM,Turkmenistan,Upper middle income,edu_spend_gdp,6,0.6
TKM,Turkmenistan,Upper middle income,gdp_pc_ppp,10,1.0
TKM,Turkmenistan,Upper middle income,gini,0,0.0
TKM,Turkmenistan,Upper middle income,gov_effect,9,0.9
TKM,Turkmenistan,Upper middle income,gpi_sec,4,0.4
TKM,Turkmenistan,Upper middle income,gpi_tert,6,0.6
TKM,Turkmenistan,Upper middle income,inc_share_low20,0,0.0
TKM,Turkmenistan,Upper middle income,pop_total,10,1.0
TKM,Turkmenistan,Upper middle income,poverty_215,0,0.0
TKM,Turkmenistan,Upper middle income,sec_completion,6,0.6
TKM,Turkmenistan,Upper middle income,sec_enrol_gross,6,0.6
TKM,Turkmenistan,Upper middle income,tert_enrol_gross,6,0.6
TKM,Turkmenistan,Upper middle income,voice_account,9,0.9
TKM,Turkmenistan,Upper middle income,work_age_share,10,1.0
TKM,Turkmenistan,Upper middle income,youth_literacy,1,0.1
TUV,Tuvalu,Upper middle income,adult_literacy,1,0.1
TUV,Tuvalu,Upper middle income,ctrl_corrup,9,0.9
TUV,Tuvalu,Upper middle income,edu_spend_gdp,4,0.4
TUV,Tuvalu,Upper middle income,gdp_pc_ppp,9,0.9
TUV,Tuvalu,Upper middle income,gini,0,0.0
TUV,Tuvalu,Upper middle income,gov_effect,9,0.9
TUV,Tuvalu,Upper middle income,gpi_sec,6,0.6
TUV,Tuvalu,Upper middle income,gpi_tert,9,0.9
TUV,Tuvalu,Upper middle income,inc_share_low20,0,0.0
TUV,Tuvalu,Upper middle income,pop_total,10,1.0
TUV,Tuvalu,Upper middle income,poverty_215,0,0.0
