iso3c,country,nice,year,value,_source,avail
ASM,American Samoa,inc_share_low20,2018,,wdi,0
ASM,American Samoa,inc_share_low20,2017,,wdi,0
ASM,American Samoa,inc_share_low20,2016,,wdi,0
ASM,American Samoa,inc_share_low20,2015,,wdi,0
ATG,Antigua and Barbuda,inc_share_low20,2024,,wdi,0
ATG,Antigua and Barbuda,inc_share_low20,2023,,wdi,0
ATG,Antigua and Barbuda,inc_share_low20,2022,,wdi,0
ATG,Antigua and Barbuda,inc_share_low20,2021,,wdi,0
ATG,Antigua and Barbuda,inc_share_low20,2020,,wdi,0
ATG,Antigua and Barbuda,inc_share_low20,2019,,wdi,0
ATG,Antigua and Barbuda,inc_share_low20,2018,,wdi,0
ATG,Antigua and Barbuda,inc_share_low20,2017,,wdi,0
ATG,Antigua and Barbuda,inc_share_low20,2016,,wdi,0
ATG,Antigua and Barbuda,inc_share_low20,2015,,wdi,0
AUS,Australia,inc_share_low20,2024,,wdi,0
AUS,Australia,inc_share_low20,2023,,wdi,0
AUS,Australia,inc_share_low20,2022,,wdi,0
AUS,Australia,inc_share_low20,2021,,wdi,0
AUS,Australia,inc_share_low20,2020,7.2,wdi,1
AUS,Australia,inc_share_low20,2019,,wdi,0
AUS,Australia,inc_share_low20,2018,7.3,wdi,1
AUS,Australia,inc_share_low20,2017,,wdi,0
AUS,Australia,inc_share_low20,2016,7.4,wdi,1
AUS,Australia,inc_share_low20,2015,,wdi,0
AUT,Austria,inc_share_low20,2024,,wdi,0
AUT,Austria,inc_share_low20,2023,7.7,wdi,1
AUT,Austria,inc_share_low20,2022,7.8,wdi,1
AUT,Austria,inc_share_low20,2021,7.7,wdi,1
AUT,Austria,inc_share_low20,2020,7.9,wdi,1
AUT,Austria,inc_share_low20,2019,7.9,wdi,1
AUT,Austria,inc_share_low20,2018,7.9,wdi,1
AUT,Austria,inc_share_low20,2017,8.0,wdi,1
AUT,Austria,inc_share_low20,2016,7.7,wdi,1
AUT,Austria,inc_share_low20,2015,7.9,wdi,1
AZE,Azerbaijan,inc_share_low20,2024,,wdi,0
AZE,Azerbaijan,inc_share_low20,2023,,wdi,0
AZE,Azerbaijan,inc_share_low20,2022,,wdi,0
AZE,Azerbaijan,inc_share_low20,2021,,wdi,0
AZE,Azerbaijan,inc_share_low20,2020,,wdi,0
AZE,Azerbaijan,inc_share_low20,2019,,wdi,0
AZE,Azerbaijan,inc_share_low20,2018,,wdi,0
AZE,Azerbaijan,inc_share_low20,2017,,wdi,0
AZE,Azerbaijan,inc_share_low20,2016,,wdi,0
AZE,Azerbaijan,inc_share_low20,2015,,wdi,0
BDI,Burundi,inc_share_low20,2024,,wdi,0
BDI,Burundi,inc_share_low20,2023,,wdi,0
BDI,Burundi,inc_share_low20,2022,,wdi,0
BDI,Burundi,inc_share_low20,2021,,wdi,0
BDI,Burundi,inc_share_low20,2020,7.1,wdi,1
BDI,Burundi,inc_share_low20,2019,,wdi,0
BDI,Burundi,inc_share_low20,2018,,wdi,0
BDI,Burundi,inc_share_low20,2017,,wdi,0
BDI,Burundi,inc_share_low20,2016,,wdi,0
BDI,Burundi,inc_share_low20,2015,,wdi,0
BEL,Belgium,inc_share_low20,2024,,wdi,0
BEL,Belgium,inc_share_low20,2023,9.1,wdi,1
BEL,Belgium,inc_share_low20,2022,9.4,wdi,1
BEL,Belgium,inc_share_low20,2021,9.2,wdi,1
BEL,Belgium,inc_share_low20,2020,9.4,wdi,1
BEL,Belgium,inc_share_low20,2019,9.0,wdi,1
BEL,Belgium,inc_share_low20,2018,8.9,wdi,1
BEL,Belgium,inc_share_low20,2017,8.7,wdi,1
BEL,Belgium,inc_share_low20,2016,8.6,wdi,1
BEL,Belgium,inc_share_low20,2015,8.6,wdi,1
BEN,Benin,inc_share_low20,2024,,wdi,0
BEN,Benin,inc_share_low20,2023,,wdi,0
BEN,Benin,inc_share_low20,2022,,wdi,0
BEN,Benin,inc_share_low20,2021,7.6,wdi,1
BEN,Benin,inc_share_low20,2020,,wdi,0
BEN,Benin,inc_share_low20,2019,,wdi,0
BEN,Benin,inc_share_low20,2018,7.0,wdi,1
BEN,Benin,inc_share_low20,2017,,wdi,0
BEN,Benin,inc_share_low20,2016,,wdi,0
BEN,Benin,inc_share_low20,2015,3.3,wdi,1
BFA,Burkina Faso,inc_share_low20,2024,,wdi,0
BFA,Burkina Faso,inc_share_low20,2023,,wdi,0
BFA,Burkina Faso,inc_share_low20,2022,,wdi,0
BFA,Burkina Faso,inc_share_low20,2021,7.3,wdi,1
BFA,Burkina Faso,inc_share_low20,2020,,wdi,0
BFA,Burkina Faso,inc_share_low20,2019,,wdi,0
BFA,Burkina Faso,inc_share_low20,2018,6.3,wdi,1
BFA,Burkina Faso,inc_share_low20,2017,,wdi,0
BFA,Burkina Faso,inc_share_low20,2016,,wdi,0
BFA,Burkina Faso,inc_share_low20,2015,,wdi,0
BGD,Bangladesh,inc_share_low20,2024,,wdi,0
BGD,Bangladesh,inc_share_low20,2023,,wdi,0
BGD,Bangladesh,inc_share_low20,2022,8.8,wdi,1
BGD,Bangladesh,inc_share_low20,2021,,wdi,0
BGD,Bangladesh,inc_share_low20,2020,,wdi,0
BGD,Bangladesh,inc_share_low20,2019,,wdi,0
BGD,Bangladesh,inc_share_low20,2018,,wdi,0
BGD,Bangladesh,inc_share_low20,2017,,wdi,0
BGD,Bangladesh,inc_share_low20,2016,8.6,wdi,1
BGD,Bangladesh,inc_share_low20,2015,,wdi,0
BGR,Bulgaria,inc_share_low20,2024,,wdi,0
BGR,Bulgaria,inc_share_low20,2023,6.0,wdi,1
BGR,Bulgaria,inc_share_low20,2022,6.2,wdi,1
BGR,Bulgaria,inc_share_low20,2021,6.1,wdi,1
BGR,Bulgaria,inc_share_low20,2020,6.1,wdi,1
BGR,Bulgaria,inc_share_low20,2019,5.7,wdi,1
BGR,Bulgaria,inc_share_low20,2018,5.7,wdi,1
BGR,Bulgaria,inc_share_low20,2017,5.7,wdi,1
BGR,Bulgaria,inc_share_low20,2016,5.4,wdi,1
BGR,Bulgaria,inc_share_low20,2015,5.3,wdi,1
BHR,Bahrain,inc_share_low20,2024,,wdi,0
BHR,Bahrain,inc_share_low20,2023,,wdi,0
BHR,Bahrain,inc_share_low20,2022,,wdi,0
BHR,Bahrain,inc_share_low20,2021,,wdi,0
BHR,Bahrain,inc_share_low20,2020,,wdi,0
BHR,Bahrain,inc_share_low20,2019,,wdi,0
BHR,Bahrain,inc_share_low20,2018,,wdi,0
BHR,Bahrain,inc_share_low20,2017,,wdi,0
BHR,Bahrain,inc_share_low20,2016,,wdi,0
BHR,Bahrain,inc_share_low20,2015,,wdi,0
BHS,"Bahamas, The",inc_share_low20,2024,,wdi,0
BHS,"Bahamas, The",inc_share_low20,2023,,wdi,0
BHS,"Bahamas, The",inc_share_low20,2022,,wdi,0
BHS,"Bahamas, The",inc_share_low20,2021,,wdi,0
BHS,"Bahamas, The",inc_share_low20,2020,,wdi,0
BHS,"Bahamas, The",inc_share_low20,2019,,wdi,0
BHS,"Bahamas, The",inc_share_low20,2018,,wdi,0
BHS,"Bahamas, The",inc_share_low20,2017,,wdi,0
BHS,"Bahamas, The",inc_share_low20,2016,,wdi,0
BHS,"Bahamas, The",inc_share_low20,2015,,wdi,0
BIH,Bosnia and Herzegovina,inc_share_low20,2024,,wdi,0
BIH,Bosnia and Herzegovina,inc_share_low20,2023,,wdi,0
BIH,Bosnia and Herzegovina,inc_share_low20,2022,,wdi,0
BIH,Bosnia and Herzegovina,inc_share_low20,2021,8.2,wdi,1
BIH,Bosnia and Herzegovina,inc_share_low20,2020,,wdi,0
BIH,Bosnia and Herzegovina,inc_share_low20,2019,,wdi,0
BIH,Bosnia and Herzegovina,inc_share_low20,2018,,wdi,0
BIH,Bosnia and Herzegovina,inc_share_low20,2017,,wdi,0
BIH,Bosnia and Herzegovina,inc_share_low20,2016,,wdi,0
BIH,Bosnia and Herzegovina,inc_share_low20,2015,7.3,wdi,1
BLR,Belarus,inc_share_low20,2024,,wdi,0
BLR,Belarus,inc_share_low20,2023,,wdi,0
BLR,Belarus,inc_share_low20,2022,,wdi,0
BLR,Belarus,inc_share_low20,2021,,wdi,0
BLR,Belarus,inc_share_low20,2020,10.3,wdi,1
BLR,Belarus,inc_share_low20,2019,10.0,wdi,1
BLR,Belarus,inc_share_low20,2018,10.1,wdi,1
BLR,Belarus,inc_share_low20,2017,9.9,wdi,1
BLR,Belarus,inc_share_low20,2016,9.9,wdi,1
BLR,Belarus,inc_share_low20,2015,9.7,wdi,1
BLZ,Belize,inc_share_low20,2024,,wdi,0
BLZ,Belize,inc_share_low20,2023,,wdi,0
BLZ,Belize,inc_share_low20,2022,,wdi,0
BLZ,Belize,inc_share_low20,2021,,wdi,0
BLZ,Belize,inc_share_low20,2020,,wdi,0
BLZ,Belize,inc_share_low20,2019,,wdi,0
BLZ,Belize,inc_share_low20,2018,5.8,wdi,1
BLZ,Belize,inc_share_low20,2017,,wdi,0
BLZ,Belize,inc_share_low20,2016,,wdi,0
BLZ,Belize,inc_share_low20,2015,,wdi,0
BMU,Bermuda,inc_share_low20,2024,,wdi,0
BMU,Bermuda,inc_share_low20,2023,,wdi,0
BMU,Bermuda,inc_share_low20,2022,,wdi,0
BMU,Bermuda,inc_share_low20,2021,,wdi,0
BMU,Bermuda,inc_share_low20,2020,,wdi,0
BMU,Bermuda,inc_share_low20,2019,,wdi,0
BMU,Bermuda,inc_share_low20,2018,,wdi,0
BMU,Bermuda,inc_share_low20,2017,,wdi,0
BMU,Bermuda,inc_share_low20,2016,,wdi,0
BMU,Bermuda,inc_share_low20,2015,,wdi,0
BOL,Bolivia,inc_share_low20,2024,5.4,wdi,1
BOL,Bolivia,inc_share_low20,2023,5.2,wdi,1
BOL,Bolivia,inc_share_low20,2022,5.1,wdi,1
BOL,Bolivia,inc_share_low20,2021,5.3,wdi,1
BOL,Bolivia,inc_share_low20,2020,4.7,wdi,1
BOL,Bolivia,inc_share_low20,2019,5.1,wdi,1
BOL,Bolivia,inc_share_low20,2018,4.5,wdi,1
BOL,Bolivia,inc_share_low20,2017,3.9,wdi,1
BOL,Bolivia,inc_share_low20,2016,3.7,wdi,1
BOL,Bolivia,inc_share_low20,2015,3.9,wdi,1
BRA,Brazil,inc_share_low20,2024,3.9,wdi,1
BRA,Brazil,inc_share_low20,2023,3.7,wdi,1
BRA,Brazil,inc_share_low20,2022,3.6,wdi,1
BRA,Brazil,inc_share_low20,2021,3.3,wdi,1
BRA,Brazil,inc_share_low20,2020,4.5,wdi,1
BRA,Brazil,inc_share_low20,2019,3.1,wdi,1
BRA,Brazil,inc_share_low20,2018,3.1,wdi,1
BRA,Brazil,inc_share_low20,2017,3.2,wdi,1
BRA,Brazil,inc_share_low20,2016,3.3,wdi,1
BRA,Brazil,inc_share_low20,2015,3.6,wdi,1
BRB,Barbados,inc_share_low20,2024,,wdi,0
BRB,Barbados,inc_share_low20,2023,,wdi,0
BRB,Barbados,inc_share_low20,2022,,wdi,0
BRB,Barbados,inc_share_low20,2021,,wdi,0
BRB,Barbados,inc_share_low20,2020,,wdi,0
BRB,Barbados,inc_share_low20,2019,,wdi,0
BRB,Barbados,inc_share_low20,2018,,wdi,0
BRB,Barbados,inc_share_low20,2017,,wdi,0
BRB,Barbados,inc_share_low20,2016,6.9,wdi,1
BRB,Barbados,inc_share_low20,2015,,wdi,0
BRN,Brunei Darussalam,inc_share_low20,2024,,wdi,0
BRN,Brunei Darussalam,inc_share_low20,2023,,wdi,0
BRN,Brunei Darussalam,inc_share_low20,2022,,wdi,0
BRN,Brunei Darussalam,inc_share_low20,2021,,wdi,0
BRN,Brunei Darussalam,inc_share_low20,2020,,wdi,0
BRN,Brunei Darussalam,inc_share_low20,2019,,wdi,0
BRN,Brunei Darussalam,inc_share_low20,2018,,wdi,0
BRN,Brunei Darussalam,inc_share_low20,2017,,wdi,0
BRN,Brunei Darussalam,inc_share_low20,2016,,wdi,0
BRN,Brunei Darussalam,inc_share_low20,2015,,wdi,0
BTN,Bhutan,inc_share_low20,2024,,wdi,0
BTN,Bhutan,inc_share_low20,2023,,wdi,0
BTN,Bhutan,inc_share_low20,2022,8.8,wdi,1
BTN,Bhutan,inc_share_low20,2021,,wdi,0
BTN,Bhutan,inc_share_low20,2020,,wdi,0
BTN,Bhutan,inc_share_low20,2019,,wdi,0
BTN,Bhutan,inc_share_low20,2018,,wdi,0
BTN,Bhutan,inc_share_low20,2017,6.7,wdi,1
BTN,Bhutan,inc_share_low20,2016,,wdi,0
BTN,Bhutan,inc_share_low20,2015,,wdi,0
BWA,Botswana,inc_share_low20,2024,,wdi,0
BWA,Botswana,inc_share_low20,2023,,wdi,0
BWA,Botswana,inc_share_low20,2022,,wdi,0
BWA,Botswana,inc_share_low20,2021,,wdi,0
BWA,Botswana,inc_share_low20,2020,,wdi,0
BWA,Botswana,inc_share_low20,2019,,wdi,0
BWA,Botswana,inc_share_low20,2018,,wdi,0
BWA,Botswana,inc_share_low20,2017,,wdi,0
BWA,Botswana,inc_share_low20,2016,,wdi,0
BWA,Botswana,inc_share_low20,2015,3.7,wdi,1
CAF,Central African Republic,inc_share_low20,2024,,wdi,0
CAF,Central African Republic,inc_share_low20,2023,,wdi,0
CAF,Central African Republic,inc_share_low20,2022,,wdi,0
CAF,Central African Republic,inc_share_low20,2021,5.6,wdi,1
CAF,Central African Republic,inc_share_low20,2020,,wdi,0
CAF,Central African Republic,inc_share_low20,2019,,wdi,0
CAF,Central African Republic,inc_share_low20,2018,,wdi,0
CAF,Central African Republic,inc_share_low20,2017,,wdi,0
CAF,Central African Republic,inc_share_low20,2016,,wdi,0
CAF,Central African Republic,inc_share_low20,2015,,wdi,0
CAN,Canada,inc_share_low20,2024,,wdi,0
CAN,Canada,inc_share_low20,2023,,wdi,0
CAN,Canada,inc_share_low20,2022,7.7,wdi,1
CAN,Canada,inc_share_low20,2021,8.1,wdi,1
CAN,Canada,inc_share_low20,2020,8.5,wdi,1
CAN,Canada,inc_share_low20,2019,7.6,wdi,1
CAN,Canada,inc_share_low20,2018,7.4,wdi,1
CAN,Canada,inc_share_low20,2017,7.1,wdi,1
CAN,Canada,inc_share_low20,2016,7.3,wdi,1
CAN,Canada,inc_share_low20,2015,6.9,wdi,1
CHE,Switzerland,inc_share_low20,2024,,wdi,0
CHE,Switzerland,inc_share_low20,2023,,wdi,0
CHE,Switzerland,inc_share_low20,2022,7.4,wdi,1
CHE,Switzerland,inc_share_low20,2021,7.5,wdi,1
CHE,Switzerland,inc_share_low20,2020,7.5,wdi,1
CHE,Switzerland,inc_share_low20,2019,7.4,wdi,1
CHE,Switzerland,inc_share_low20,2018,7.5,wdi,1
CHE,Switzerland,inc_share_low20,2017,7.7,wdi,1
CHE,Switzerland,inc_share_low20,2016,7.7,wdi,1
CHE,Switzerland,inc_share_low20,2015,7.8,wdi,1
CHI,Channel Islands,inc_share_low20,2024,,wdi,0
CHI,Channel Islands,inc_share_low20,2023,,wdi,0
CHI,Channel Islands,inc_share_low20,2022,,wdi,0
CHI,Channel Islands,inc_share_low20,2021,,wdi,0
CHI,Channel Islands,inc_share_low20,2020,,wdi,0
CHI,Channel Islands,inc_share_low20,2019,,wdi,0
CHI,Channel Islands,inc_share_low20,2018,,wdi,0
CHI,Channel Islands,inc_share_low20,2017,,wdi,0
CHI,Channel Islands,inc_share_low20,2016,,wdi,0
CHI,Channel Islands,inc_share_low20,2015,,wdi,0
CHL,Chile,inc_share_low20,2024,5.8,wdi,1
CHL,Chile,inc_share_low20,2023,,wdi,0
CHL,Chile,inc_share_low20,2022,5.8,wdi,1
CHL,Chile,inc_share_low20,2021,,wdi,0
CHL,Chile,inc_share_low20,2020,4.9,wdi,1
CHL,Chile,inc_share_low20,2019,,wdi,0
CHL,Chile,inc_share_low20,2018,,wdi,0
CHL,Chile,inc_share_low20,2017,5.6,wdi,1
CHL,Chile,inc_share_low20,2016,,wdi,0
CHL,Chile,inc_share_low20,2015,5.6,wdi,1
CHN,China,inc_share_low20,2024,,wdi,0
CHN,China,inc_share_low20,2023,,wdi,0
CHN,China,inc_share_low20,2022,7.3,wdi,1
CHN,China,inc_share_low20,2021,7.4,wdi,1
CHN,China,inc_share_low20,2020,7.2,wdi,1
CHN,China,inc_share_low20,2019,6.7,wdi,1
CHN,China,inc_share_low20,2018,6.5,wdi,1
CHN,China,inc_share_low20,2017,6.4,wdi,1
CHN,China,inc_share_low20,2016,6.5,wdi,1
CHN,China,inc_share_low20,2015,6.4,wdi,1
CIV,Cote d'Ivoire,inc_share_low20,2024,,wdi,0
CIV,Cote d'Ivoire,inc_share_low20,2023,,wdi,0
CIV,Cote d'Ivoire,inc_share_low20,2022,,wdi,0
CIV,Cote d'Ivoire,inc_share_low20,2021,7.6,wdi,1
CIV,Cote d'Ivoire,inc_share_low20,2020,,wdi,0
CIV,Cote d'Ivoire,inc_share_low20,2019,,wdi,0
CIV,Cote d'Ivoire,inc_share_low20,2018,7.0,wdi,1
CIV,Cote d'Ivoire,inc_share_low20,2017,,wdi,0
CIV,Cote d'Ivoire,inc_share_low20,2016,,wdi,0
CIV,Cote d'Ivoire,inc_share_low20,2015,5.7,wdi,1
CMR,Cameroon,inc_share_low20,2024,,wdi,0
CMR,Cameroon,inc_share_low20,2023,,wdi,0
CMR,Cameroon,inc_share_low20,2022,,wdi,0
CMR,Cameroon,inc_share_low20,2021,5.4,wdi,1
CMR,Cameroon,inc_share_low20,2020,,wdi,0
CMR,Cameroon,inc_share_low20,2019,,wdi,0
CMR,Cameroon,inc_share_low20,2018,,wdi,0
CMR,Cameroon,inc_share_low20,2017,,wdi,0
CMR,Cameroon,inc_share_low20,2016,,wdi,0
CMR,Cameroon,inc_share_low20,2015,,wdi,0
COD,"Congo, Dem. Rep.",inc_share_low20,2024,,wdi,0
COD,"Congo, Dem. Rep.",inc_share_low20,2023,,wdi,0
COD,"Congo, Dem. Rep.",inc_share_low20,2022,,wdi,0
COD,"Congo, Dem. Rep.",inc_share_low20,2021,,wdi,0
COD,"Congo, Dem. Rep.",inc_share_low20,2020,5.5,wdi,1
COD,"Congo, Dem. Rep.",inc_share_low20,2019,,wdi,0
COD,"Congo, Dem. Rep.",inc_share_low20,2018,,wdi,0
COD,"Congo, Dem. Rep.",inc_share_low20,2017,,wdi,0
COD,"Congo, Dem. Rep.",inc_share_low20,2016,,wdi,0
COD,"Congo, Dem. Rep.",inc_share_low20,2015,,wdi,0
COG,"Congo, Rep.",inc_share_low20,2024,,wdi,0
COG,"Congo, Rep.",inc_share_low20,2023,,wdi,0
COG,"Congo, Rep.",inc_share_low20,2022,,wdi,0
COG,"Congo, Rep.",inc_share_low20,2021,,wdi,0
COG,"Congo, Rep.",inc_share_low20,2020,,wdi,0
COG,"Congo, Rep.",inc_share_low20,2019,,wdi,0
COG,"Congo, Rep.",inc_share_low20,2018,,wdi,0
COG,"Congo, Rep.",inc_share_low20,2017,,wdi,0
COG,"Congo, Rep.",inc_share_low20,2016,,wdi,0
COG,"Congo, Rep.",inc_share_low20,2015,,wdi,0
COL,Colombia,inc_share_low20,2024,3.2,wdi,1
COL,Colombia,inc_share_low20,2023,3.2,wdi,1
COL,Colombia,inc_share_low20,2022,3.2,wdi,1
COL,Colombia,inc_share_low20,2021,3.1,wdi,1
COL,Colombia,inc_share_low20,2020,2.7,wdi,1
COL,Colombia,inc_share_low20,2019,3.2,wdi,1
COL,Colombia,inc_share_low20,2018,3.5,wdi,1
COL,Colombia,inc_share_low20,2017,3.6,wdi,1
COL,Colombia,inc_share_low20,2016,3.5,wdi,1
COL,Colombia,inc_share_low20,2015,3.4,wdi,1
COM,Comoros,inc_share_low20,2024,8.8,wdi,1
COM,Comoros,inc_share_low20,2023,,wdi,0
COM,Comoros,inc_share_low20,2022,,wdi,0
COM,Comoros,inc_share_low20,2021,,wdi,0
COM,Comoros,inc_share_low20,2020,8.0,wdi,1
COM,Comoros,inc_share_low20,2019,,wdi,0
COM,Comoros,inc_share_low20,2018,,wdi,0
COM,Comoros,inc_share_low20,2017,,wdi,0
COM,Comoros,inc_share_low20,2016,,wdi,0
COM,Comoros,inc_share_low20,2015,,wdi,0
CPV,Cabo Verde,inc_share_low20,2024,,wdi,0
CPV,Cabo Verde,inc_share_low20,2023,,wdi,0
CPV,Cabo Verde,inc_share_low20,2022,,wdi,0
CPV,Cabo Verde,inc_share_low20,2021,,wdi,0
CPV,Cabo Verde,inc_share_low20,2020,,wdi,0
CPV,Cabo Verde,inc_share_low20,2019,,wdi,0
CPV,Cabo Verde,inc_share_low20,2018,,wdi,0
CPV,Cabo Verde,inc_share_low20,2017,,wdi,0
CPV,Cabo Verde,inc_share_low20,2016,,wdi,0
CPV,Cabo Verde,inc_share_low20,2015,5.7,wdi,1
CRI,Costa Rica,inc_share_low20,2024,4.6,wdi,1
CRI,Costa Rica,inc_share_low20,2023,4.5,wdi,1
CRI,Costa Rica,inc_share_low20,2022,4.5,wdi,1
CRI,Costa Rica,inc_share_low20,2021,4.3,wdi,1
CRI,Costa Rica,inc_share_low20,2020,4.0,wdi,1
CRI,Costa Rica,inc_share_low20,2019,4.4,wdi,1
CRI,Costa Rica,inc_share_low20,2018,4.3,wdi,1
CRI,Costa Rica,inc_share_low20,2017,4.4,wdi,1
CRI,Costa Rica,inc_share_low20,2016,4.2,wdi,1
CRI,Costa Rica,inc_share_low20,2015,4.3,wdi,1
CUB,Cuba,inc_share_low20,2024,,wdi,0
CUB,Cuba,inc_share_low20,2023,,wdi,0
CUB,Cuba,inc_share_low20,2022,,wdi,0
CUB,Cuba,inc_share_low20,2021,,wdi,0
CUB,Cuba,inc_share_low20,2020,,wdi,0
CUB,Cuba,inc_share_low20,2019,,wdi,0
CUB,Cuba,inc_share_low20,2018,,wdi,0
CUB,Cuba,inc_share_low20,2017,,wdi,0
CUB,Cuba,inc_share_low20,2016,,wdi,0
CUB,Cuba,inc_share_low20,2015,,wdi,0
CUW,Curacao,inc_share_low20,2024,,wdi,0
CUW,Curacao,inc_share_low20,2023,,wdi,0
CUW,Curacao,inc_share_low20,2022,,wdi,0
CUW,Curacao,inc_share_low20,2021,,wdi,0
CUW,Curacao,inc_share_low20,2020,,wdi,0
CUW,Curacao,inc_share_low20,2019,,wdi,0
CUW,Curacao,inc_share_low20,2018,,wdi,0
CUW,Curacao,inc_share_low20,2017,,wdi,0
CUW,Curacao,inc_share_low20,2016,,wdi,0
CUW,Curacao,inc_share_low20,2015,,wdi,0
CYM,Cayman Islands,inc_share_low20,2024,,wdi,0
CYM,Cayman Islands,inc_share_low20,2023,,wdi,0
CYM,Cayman Islands,inc_share_low20,2022,,wdi,0
CYM,Cayman Islands,inc_share_low20,2021,,wdi,0
CYM,Cayman Islands,inc_share_low20,2020,,wdi,0
CYM,Cayman Islands,inc_share_low20,2019,,wdi,0
CYM,Cayman Islands,inc_share_low20,2018,,wdi,0
CYM,Cayman Islands,inc_share_low20,2017,,wdi,0
CYM,Cayman Islands,inc_share_low20,2016,,wdi,0
CYM,Cayman Islands,inc_share_low20,2015,,wdi,0
CYP,Cyprus,inc_share_low20,2024,,wdi,0
CYP,Cyprus,inc_share_low20,2023,8.6,wdi,1
CYP,Cyprus,inc_share_low20,2022,8.7,wdi,1
CYP,Cyprus,inc_share_low20,2021,8.6,wdi,1
CYP,Cyprus,inc_share_low20,2020,8.5,wdi,1
CYP,Cyprus,inc_share_low20,2019,8.5,wdi,1
CYP,Cyprus,inc_share_low20,2018,8.4,wdi,1
CYP,Cyprus,inc_share_low20,2017,8.4,wdi,1
CYP,Cyprus,inc_share_low20,2016,8.2,wdi,1
CYP,Cyprus,inc_share_low20,2015,7.9,wdi,1
CZE,Czechia,inc_share_low20,2024,,wdi,0
CZE,Czechia,inc_share_low20,2023,9.5,wdi,1
CZE,Czechia,inc_share_low20,2022,9.8,wdi,1
CZE,Czechia,inc_share_low20,2021,9.7,wdi,1
CZE,Czechia,inc_share_low20,2020,9.8,wdi,1
CZE,Czechia,inc_share_low20,2019,10.1,wdi,1
CZE,Czechia,inc_share_low20,2018,10.2,wdi,1
CZE,Czechia,inc_share_low20,2017,10.2,wdi,1
CZE,Czechia,inc_share_low20,2016,10.0,wdi,1
CZE,Czechia,inc_share_low20,2015,9.7,wdi,1
DEU,Germany,inc_share_low20,2024,,wdi,0
DEU,Germany,inc_share_low20,2023,,wdi,0
DEU,Germany,inc_share_low20,2022,6.9,wdi,1
DEU,Germany,inc_share_low20,2021,7.2,wdi,1
DEU,Germany,inc_share_low20,2020,7.6,wdi,1
DEU,Germany,inc_share_low20,2019,7.7,wdi,1
DEU,Germany,inc_share_low20,2018,7.9,wdi,1
DEU,Germany,inc_share_low20,2017,7.9,wdi,1
DEU,Germany,inc_share_low20,2016,7.9,wdi,1
DEU,Germany,inc_share_low20,2015,8.0,wdi,1
DJI,Djibouti,inc_share_low20,2024,,wdi,0
DJI,Djibouti,inc_share_low20,2023,,wdi,0
DJI,Djibouti,inc_share_low20,2022,,wdi,0
DJI,Djibouti,inc_share_low20,2021,,wdi,0
DJI,Djibouti,inc_share_low20,2020,,wdi,0
DJI,Djibouti,inc_share_low20,2019,,wdi,0
DJI,Djibouti,inc_share_low20,2018,,wdi,0
DJI,Djibouti,inc_share_low20,2017,5.4,wdi,1
DJI,Djibouti,inc_share_low20,2016,,wdi,0
DJI,Djibouti,inc_share_low20,2015,,wdi,0
DMA,Dominica,inc_share_low20,2024,,wdi,0
DMA,Dominica,inc_share_low20,2023,,wdi,0
DMA,Dominica,inc_share_low20,2022,,wdi,0
DMA,Dominica,inc_share_low20,2021,,wdi,0
DMA,Dominica,inc_share_low20,2020,,wdi,0
DMA,Dominica,inc_share_low20,2019,,wdi,0
DMA,Dominica,inc_share_low20,2018,,wdi,0
DMA,Dominica,inc_share_low20,2017,,wdi,0
DMA,Dominica,inc_share_low20,2016,,wdi,0
DMA,Dominica,inc_share_low20,2015,,wdi,0
DNK,Denmark,inc_share_low20,2024,,wdi,0
DNK,Denmark,inc_share_low20,2023,9.1,wdi,1
DNK,Denmark,inc_share_low20,2022,9.0,wdi,1
DNK,Denmark,inc_share_low20,2021,9.2,wdi,1
DNK,Denmark,inc_share_low20,2020,9.4,wdi,1
DNK,Denmark,inc_share_low20,2019,9.5,wdi,1
DNK,Denmark,inc_share_low20,2018,9.3,wdi,1
DNK,Denmark,inc_share_low20,2017,9.1,wdi,1
DNK,Denmark,inc_share_low20,2016,9.2,wdi,1
DNK,Denmark,inc_share_low20,2015,9.4,wdi,1
DOM,Dominican Republic,inc_share_low20,2024,6.1,wdi,1
DOM,Dominican Republic,inc_share_low20,2023,6.2,wdi,1
DOM,Dominican Republic,inc_share_low20,2022,6.6,wdi,1
DOM,Dominican Republic,inc_share_low20,2021,6.6,wdi,1
DOM,Dominican Republic,inc_share_low20,2020,6.2,wdi,1
DOM,Dominican Republic,inc_share_low20,2019,6.0,wdi,1
DOM,Dominican Republic,inc_share_low20,2018,5.8,wdi,1
DOM,Dominican Republic,inc_share_low20,2017,5.9,wdi,1
DOM,Dominican Republic,inc_share_low20,2016,4.9,wdi,1
DOM,Dominican Republic,inc_share_low20,2015,5.0,wdi,1
DZA,Algeria,inc_share_low20,2024,,wdi,0
DZA,Algeria,inc_share_low20,2023,,wdi,0
DZA,Algeria,inc_share_low20,2022,,wdi,0
DZA,Algeria,inc_share_low20,2021,,wdi,0
DZA,Algeria,inc_share_low20,2020,,wdi,0
DZA,Algeria,inc_share_low20,2019,,wdi,0
DZA,Algeria,inc_share_low20,2018,,wdi,0
DZA,Algeria,inc_share_low20,2017,,wdi,0
DZA,Algeria,inc_share_low20,2016,,wdi,0
DZA,Algeria,inc_share_low20,2015,,wdi,0
