iso3c,country,nice,year,value,_source,avail
ABW,Aruba,gini,2024,,wdi,0
ABW,Aruba,gini,2023,,wdi,0
ABW,Aruba,gini,2022,,wdi,0
ABW,Aruba,gini,2021,,wdi,0
ABW,Aruba,gini,2020,,wdi,0
ABW,Aruba,gini,2019,,wdi,0
ABW,Aruba,gini,2018,,wdi,0
ABW,Aruba,gini,2017,,wdi,0
ABW,Aruba,gini,2016,,wdi,0
ABW,Aruba,gini,2015,,wdi,0
AFG,Afghanistan,gini,2024,,wdi,0
AFG,Afghanistan,gini,2023,,wdi,0
AFG,Afghanistan,gini,2022,,wdi,0
AFG,Afghanistan,gini,2021,,wdi,0
AFG,Afghanistan,gini,2020,,wdi,0
AFG,Afghanistan,gini,2019,,wdi,0
AFG,Afghanistan,gini,2018,,wdi,0
AFG,Afghanistan,gini,2017,,wdi,0
AFG,Afghanistan,gini,2016,,wdi,0
AFG,Afghanistan,gini,2015,,wdi,0
AGO,Angola,gini,2024,,wdi,0
AGO,Angola,gini,2023,,wdi,0
AGO,Angola,gini,2022,,wdi,0
AGO,Angola,gini,2021,,wdi,0
AGO,Angola,gini,2020,,wdi,0
AGO,Angola,gini,2019,,wdi,0
AGO,Angola,gini,2018,51.3,wdi,1
AGO,Angola,gini,2017,,wdi,0
AGO,Angola,gini,2016,,wdi,0
AGO,Angola,gini,2015,,wdi,0
ALB,Albania,gini,2024,,wdi,0
ALB,Albania,gini,2023,,wdi,0
ALB,Albania,gini,2022,,wdi,0
ALB,Albania,gini,2021,,wdi,0
ALB,Albania,gini,2020,29.4,wdi,1
ALB,Albania,gini,2019,30.1,wdi,1
ALB,Albania,gini,2018,30.1,wdi,1
ALB,Albania,gini,2017,33.1,wdi,1
ALB,Albania,gini,2016,33.7,wdi,1
ALB,Albania,gini,2015,32.8,wdi,1
AND,Andorra,gini,2024,,wdi,0
AND,Andorra,gini,2023,,wdi,0
AND,Andorra,gini,2022,,wdi,0
AND,Andorra,gini,2021,,wdi,0
AND,Andorra,gini,2020,,wdi,0
AND,Andorra,gini,2019,,wdi,0
AND,Andorra,gini,2018,,wdi,0
AND,Andorra,gini,2017,,wdi,0
AND,Andorra,gini,2016,,wdi,0
AND,Andorra,gini,2015,,wdi,0
ARE,United Arab Emirates,gini,2024,,wdi,0
ARE,United Arab Emirates,gini,2023,,wdi,0
ARE,United Arab Emirates,gini,2022,,wdi,0
ARE,United Arab Emirates,gini,2021,,wdi,0
ARE,United Arab Emirates,gini,2020,,wdi,0
ARE,United Arab Emirates,gini,2019,,wdi,0
ARE,United Arab Emirates,gini,2018,26.4,wdi,1
ARE,United Arab Emirates,gini,2017,,wdi,0
ARE,United Arab Emirates,gini,2016,,wdi,0
ARE,United Arab Emirates,gini,2015,,wdi,0
ARG,Argentina,gini,2024,42.4,wdi,1
ARG,Argentina,gini,2023,42.4,wdi,1
ARG,Argentina,gini,2022,40.7,wdi,1
ARG,Argentina,gini,2021,42.4,wdi,1
ARG,Argentina,gini,2020,42.7,wdi,1
ARG,Argentina,gini,2019,43.3,wdi,1
ARG,Argentina,gini,2018,41.7,wdi,1
ARG,Argentina,gini,2017,41.4,wdi,1
ARG,Argentina,gini,2016,42.3,wdi,1
ARG,Argentina,gini,2015,,wdi,0
ARM,Armenia,gini,2024,27.4,wdi,1
ARM,Armenia,gini,2023,27.2,wdi,1
ARM,Armenia,gini,2022,27.9,wdi,1
ARM,Armenia,gini,2021,27.9,wdi,1
ARM,Armenia,gini,2020,25.1,wdi,1
ARM,Armenia,gini,2019,30.0,wdi,1
ARM,Armenia,gini,2018,34.4,wdi,1
ARM,Armenia,gini,2017,33.6,wdi,1
ARM,Armenia,gini,2016,32.5,wdi,1
ARM,Armenia,gini,2015,32.4,wdi,1
ASM,American Samoa,gini,2024,,wdi,0
ASM,American Samoa,gini,2023,,wdi,0
ASM,American Samoa,gini,2022,,wdi,0
ASM,American Samoa,gini,2021,,wdi,0
ASM,American Samoa,gini,2020,,wdi,0
ASM,American Samoa,gini,2019,,wdi,0
ASM,American Samoa,gini,2018,,wdi,0
ASM,American Samoa,gini,2017,,wdi,0
ASM,American Samoa,gini,2016,,wdi,0
ASM,American Samoa,gini,2015,,wdi,0
ATG,Antigua and Barbuda,gini,2024,,wdi,0
ATG,Antigua and Barbuda,gini,2023,,wdi,0
ATG,Antigua and Barbuda,gini,2022,,wdi,0
ATG,Antigua and Barbuda,gini,2021,,wdi,0
ATG,Antigua and Barbuda,gini,2020,,wdi,0
ATG,Antigua and Barbuda,gini,2019,,wdi,0
ATG,Antigua and Barbuda,gini,2018,,wdi,0
ATG,Antigua and Barbuda,gini,2017,,wdi,0
ATG,Antigua and Barbuda,gini,2016,,wdi,0
ATG,Antigua and Barbuda,gini,2015,,wdi,0
AUS,Australia,gini,2024,,wdi,0
AUS,Australia,gini,2023,,wdi,0
AUS,Australia,gini,2022,,wdi,0
AUS,Australia,gini,2021,,wdi,0
AUS,Australia,gini,2020,33.8,wdi,1
AUS,Australia,gini,2019,,wdi,0
AUS,Australia,gini,2018,34.3,wdi,1
AUS,Australia,gini,2017,,wdi,0
AUS,Australia,gini,2016,33.7,wdi,1
AUS,Australia,gini,2015,,wdi,0
AUT,Austria,gini,2024,,wdi,0
AUT,Austria,gini,2023,31.2,wdi,1
AUT,Austria,gini,2022,30.9,wdi,1
AUT,Austria,gini,2021,30.7,wdi,1
AUT,Austria,gini,2020,29.8,wdi,1
AUT,Austria,gini,2019,30.2,wdi,1
AUT,Austria,gini,2018,30.8,wdi,1
AUT,Austria,gini,2017,29.7,wdi,1
AUT,Austria,gini,2016,30.8,wdi,1
AUT,Austria,gini,2015,30.5,wdi,1
AZE,Azerbaijan,gini,2024,,wdi,0
AZE,Azerbaijan,gini,2023,,wdi,0
AZE,Azerbaijan,gini,2022,,wdi,0
AZE,Azerbaijan,gini,2021,,wdi,0
AZE,Azerbaijan,gini,2020,,wdi,0
AZE,Azerbaijan,gini,2019,,wdi,0
AZE,Azerbaijan,gini,2018,,wdi,0
AZE,Azerbaijan,gini,2017,,wdi,0
AZE,Azerbaijan,gini,2016,,wdi,0
AZE,Azerbaijan,gini,2015,,wdi,0
BDI,Burundi,gini,2024,,wdi,0
BDI,Burundi,gini,2023,,wdi,0
BDI,Burundi,gini,2022,,wdi,0
BDI,Burundi,gini,2021,,wdi,0
BDI,Burundi,gini,2020,37.5,wdi,1
BDI,Burundi,gini,2019,,wdi,0
BDI,Burundi,gini,2018,,wdi,0
BDI,Burundi,gini,2017,,wdi,0
BDI,Burundi,gini,2016,,wdi,0
BDI,Burundi,gini,2015,,wdi,0
BEL,Belgium,gini,2024,,wdi,0
BEL,Belgium,gini,2023,26.8,wdi,1
BEL,Belgium,gini,2022,26.4,wdi,1
BEL,Belgium,gini,2021,26.6,wdi,1
BEL,Belgium,gini,2020,26.0,wdi,1
BEL,Belgium,gini,2019,27.2,wdi,1
BEL,Belgium,gini,2018,27.2,wdi,1
BEL,Belgium,gini,2017,27.4,wdi,1
BEL,Belgium,gini,2016,27.6,wdi,1
BEL,Belgium,gini,2015,27.7,wdi,1
BEN,Benin,gini,2024,,wdi,0
BEN,Benin,gini,2023,,wdi,0
BEN,Benin,gini,2022,,wdi,0
BEN,Benin,gini,2021,34.4,wdi,1
BEN,Benin,gini,2020,,wdi,0
BEN,Benin,gini,2019,,wdi,0
BEN,Benin,gini,2018,37.9,wdi,1
BEN,Benin,gini,2017,,wdi,0
BEN,Benin,gini,2016,,wdi,0
BEN,Benin,gini,2015,47.6,wdi,1
BFA,Burkina Faso,gini,2024,,wdi,0
BFA,Burkina Faso,gini,2023,,wdi,0
BFA,Burkina Faso,gini,2022,,wdi,0
BFA,Burkina Faso,gini,2021,37.4,wdi,1
BFA,Burkina Faso,gini,2020,,wdi,0
BFA,Burkina Faso,gini,2019,,wdi,0
BFA,Burkina Faso,gini,2018,43.0,wdi,1
BFA,Burkina Faso,gini,2017,,wdi,0
BFA,Burkina Faso,gini,2016,,wdi,0
BFA,Burkina Faso,gini,2015,,wdi,0
BGD,Bangladesh,gini,2024,,wdi,0
BGD,Bangladesh,gini,2023,,wdi,0
BGD,Bangladesh,gini,2022,30.9,wdi,1
BGD,Bangladesh,gini,2021,,wdi,0
BGD,Bangladesh,gini,2020,,wdi,0
BGD,Bangladesh,gini,2019,,wdi,0
BGD,Bangladesh,gini,2018,,wdi,0
BGD,Bangladesh,gini,2017,,wdi,0
BGD,Bangladesh,gini,2016,32.4,wdi,1
BGD,Bangladesh,gini,2015,,wdi,0
BGR,Bulgaria,gini,2024,,wdi,0
BGR,Bulgaria,gini,2023,39.5,wdi,1
BGR,Bulgaria,gini,2022,38.2,wdi,1
BGR,Bulgaria,gini,2021,39.0,wdi,1
BGR,Bulgaria,gini,2020,40.5,wdi,1
BGR,Bulgaria,gini,2019,40.3,wdi,1
BGR,Bulgaria,gini,2018,41.3,wdi,1
BGR,Bulgaria,gini,2017,40.4,wdi,1
BGR,Bulgaria,gini,2016,40.6,wdi,1
BGR,Bulgaria,gini,2015,38.6,wdi,1
BHR,Bahrain,gini,2024,,wdi,0
BHR,Bahrain,gini,2023,,wdi,0
BHR,Bahrain,gini,2022,,wdi,0
BHR,Bahrain,gini,2021,,wdi,0
BHR,Bahrain,gini,2020,,wdi,0
BHR,Bahrain,gini,2019,,wdi,0
BHR,Bahrain,gini,2018,,wdi,0
BHR,Bahrain,gini,2017,,wdi,0
BHR,Bahrain,gini,2016,,wdi,0
BHR,Bahrain,gini,2015,,wdi,0
BHS,"Bahamas, The",gini,2024,,wdi,0
BHS,"Bahamas, The",gini,2023,,wdi,0
BHS,"Bahamas, The",gini,2022,,wdi,0
BHS,"Bahamas, The",gini,2021,,wdi,0
BHS,"Bahamas, The",gini,2020,,wdi,0
BHS,"Bahamas, The",gini,2019,,wdi,0
BHS,"Bahamas, The",gini,2018,,wdi,0
BHS,"Bahamas, The",gini,2017,,wdi,0
BHS,"Bahamas, The",gini,2016,,wdi,0
BHS,"Bahamas, The",gini,2015,,wdi,0
BIH,Bosnia and Herzegovina,gini,2024,,wdi,0
BIH,Bosnia and Herzegovina,gini,2023,,wdi,0
BIH,Bosnia and Herzegovina,gini,2022,,wdi,0
BIH,Bosnia and Herzegovina,gini,2021,30.3,wdi,1
BIH,Bosnia and Herzegovina,gini,2020,,wdi,0
BIH,Bosnia and Herzegovina,gini,2019,,wdi,0
BIH,Bosnia and Herzegovina,gini,2018,,wdi,0
BIH,Bosnia and Herzegovina,gini,2017,,wdi,0
BIH,Bosnia and Herzegovina,gini,2016,,wdi,0
BIH,Bosnia and Herzegovina,gini,2015,32.9,wdi,1
BLR,Belarus,gini,2024,,wdi,0
BLR,Belarus,gini,2023,,wdi,0
BLR,Belarus,gini,2022,,wdi,0
BLR,Belarus,gini,2021,,wdi,0
BLR,Belarus,gini,2020,24.4,wdi,1
BLR,Belarus,gini,2019,25.3,wdi,1
BLR,Belarus,gini,2018,25.2,wdi,1
BLR,Belarus,gini,2017,25.4,wdi,1
BLR,Belarus,gini,2016,25.3,wdi,1
BLR,Belarus,gini,2015,25.6,wdi,1
BLZ,Belize,gini,2024,,wdi,0
BLZ,Belize,gini,2023,,wdi,0
BLZ,Belize,gini,2022,,wdi,0
BLZ,Belize,gini,2021,,wdi,0
BLZ,Belize,gini,2020,,wdi,0
BLZ,Belize,gini,2019,,wdi,0
BLZ,Belize,gini,2018,39.9,wdi,1
BLZ,Belize,gini,2017,,wdi,0
BLZ,Belize,gini,2016,,wdi,0
BLZ,Belize,gini,2015,,wdi,0
BMU,Bermuda,gini,2024,,wdi,0
BMU,Bermuda,gini,2023,,wdi,0
BMU,Bermuda,gini,2022,,wdi,0
BMU,Bermuda,gini,2021,,wdi,0
BMU,Bermuda,gini,2020,,wdi,0
BMU,Bermuda,gini,2019,,wdi,0
BMU,Bermuda,gini,2018,,wdi,0
BMU,Bermuda,gini,2017,,wdi,0
BMU,Bermuda,gini,2016,,wdi,0
BMU,Bermuda,gini,2015,,wdi,0
BOL,Bolivia,gini,2024,40.9,wdi,1
BOL,Bolivia,gini,2023,42.1,wdi,1
BOL,Bolivia,gini,2022,41.2,wdi,1
BOL,Bolivia,gini,2021,40.9,wdi,1
BOL,Bolivia,gini,2020,43.6,wdi,1
BOL,Bolivia,gini,2019,41.6,wdi,1
BOL,Bolivia,gini,2018,42.6,wdi,1
BOL,Bolivia,gini,2017,44.6,wdi,1
BOL,Bolivia,gini,2016,45.2,wdi,1
BOL,Bolivia,gini,2015,46.7,wdi,1
BRA,Brazil,gini,2024,50.3,wdi,1
BRA,Brazil,gini,2023,51.5,wdi,1
BRA,Brazil,gini,2022,51.9,wdi,1
BRA,Brazil,gini,2021,52.9,wdi,1
BRA,Brazil,gini,2020,48.8,wdi,1
BRA,Brazil,gini,2019,53.5,wdi,1
BRA,Brazil,gini,2018,53.9,wdi,1
BRA,Brazil,gini,2017,53.3,wdi,1
BRA,Brazil,gini,2016,53.4,wdi,1
BRA,Brazil,gini,2015,51.9,wdi,1
BRB,Barbados,gini,2024,,wdi,0
BRB,Barbados,gini,2023,,wdi,0
BRB,Barbados,gini,2022,,wdi,0
BRB,Barbados,gini,2021,,wdi,0
BRB,Barbados,gini,2020,,wdi,0
BRB,Barbados,gini,2019,,wdi,0
BRB,Barbados,gini,2018,,wdi,0
BRB,Barbados,gini,2017,,wdi,0
BRB,Barbados,gini,2016,34.1,wdi,1
BRB,Barbados,gini,2015,,wdi,0
BRN,Brunei Darussalam,gini,2024,,wdi,0
BRN,Brunei Darussalam,gini,2023,,wdi,0
BRN,Brunei Darussalam,gini,2022,,wdi,0
BRN,Brunei Darussalam,gini,2021,,wdi,0
BRN,Brunei Darussalam,gini,2020,,wdi,0
BRN,Brunei Darussalam,gini,2019,,wdi,0
BRN,Brunei Darussalam,gini,2018,,wdi,0
BRN,Brunei Darussalam,gini,2017,,wdi,0
BRN,Brunei Darussalam,gini,2016,,wdi,0
BRN,Brunei Darussalam,gini,2015,,wdi,0
BTN,Bhutan,gini,2024,,wdi,0
BTN,Bhutan,gini,2023,,wdi,0
BTN,Bhutan,gini,2022,28.5,wdi,1
BTN,Bhutan,gini,2021,,wdi,0
BTN,Bhutan,gini,2020,,wdi,0
BTN,Bhutan,gini,2019,,wdi,0
BTN,Bhutan,gini,2018,,wdi,0
BTN,Bhutan,gini,2017,37.4,wdi,1
BTN,Bhutan,gini,2016,,wdi,0
BTN,Bhutan,gini,2015,,wdi,0
BWA,Botswana,gini,2024,,wdi,0
BWA,Botswana,gini,2023,,wdi,0
BWA,Botswana,gini,2022,,wdi,0
BWA,Botswana,gini,2021,,wdi,0
BWA,Botswana,gini,2020,,wdi,0
BWA,Botswana,gini,2019,,wdi,0
BWA,Botswana,gini,2018,,wdi,0
BWA,Botswana,gini,2017,,wdi,0
BWA,Botswana,gini,2016,,wdi,0
BWA,Botswana,gini,2015,54.9,wdi,1
CAF,Central African Republic,gini,2024,,wdi,0
CAF,Central African Republic,gini,2023,,wdi,0
CAF,Central African Republic,gini,2022,,wdi,0
CAF,Central African Republic,gini,2021,43.0,wdi,1
CAF,Central African Republic,gini,2020,,wdi,0
CAF,Central African Republic,gini,2019,,wdi,0
CAF,Central African Republic,gini,2018,,wdi,0
CAF,Central African Republic,gini,2017,,wdi,0
CAF,Central African Republic,gini,2016,,wdi,0
CAF,Central African Republic,gini,2015,,wdi,0
CAN,Canada,gini,2024,,wdi,0
CAN,Canada,gini,2023,,wdi,0
CAN,Canada,gini,2022,31.5,wdi,1
CAN,Canada,gini,2021,31.1,wdi,1
CAN,Canada,gini,2020,29.9,wdi,1
CAN,Canada,gini,2019,31.8,wdi,1
CAN,Canada,gini,2018,32.5,wdi,1
CAN,Canada,gini,2017,33.3,wdi,1
CAN,Canada,gini,2016,32.7,wdi,1
CAN,Canada,gini,2015,33.7,wdi,1
CHE,Switzerland,gini,2024,,wdi,0
CHE,Switzerland,gini,2023,,wdi,0
CHE,Switzerland,gini,2022,33.8,wdi,1
CHE,Switzerland,gini,2021,33.8,wdi,1
CHE,Switzerland,gini,2020,33.7,wdi,1
CHE,Switzerland,gini,2019,34.0,wdi,1
CHE,Switzerland,gini,2018,33.1,wdi,1
CHE,Switzerland,gini,2017,32.7,wdi,1
CHE,Switzerland,gini,2016,33.0,wdi,1
CHE,Switzerland,gini,2015,32.3,wdi,1
CHI,Channel Islands,gini,2024,,wdi,0
CHI,Channel Islands,gini,2023,,wdi,0
CHI,Channel Islands,gini,2022,,wdi,0
CHI,Channel Islands,gini,2021,,wdi,0
CHI,Channel Islands,gini,2020,,wdi,0
CHI,Channel Islands,gini,2019,,wdi,0
CHI,Channel Islands,gini,2018,,wdi,0
CHI,Channel Islands,gini,2017,,wdi,0
CHI,Channel Islands,gini,2016,,wdi,0
CHI,Channel Islands,gini,2015,,wdi,0
CHL,Chile,gini,2024,43.0,wdi,1
CHL,Chile,gini,2023,,wdi,0
CHL,Chile,gini,2022,43.2,wdi,1
CHL,Chile,gini,2021,,wdi,0
CHL,Chile,gini,2020,47.0,wdi,1
CHL,Chile,gini,2019,,wdi,0
CHL,Chile,gini,2018,,wdi,0
CHL,Chile,gini,2017,45.3,wdi,1
CHL,Chile,gini,2016,,wdi,0
CHL,Chile,gini,2015,45.3,wdi,1
CHN,China,gini,2024,,wdi,0
CHN,China,gini,2023,,wdi,0
CHN,China,gini,2022,36.0,wdi,1
CHN,China,gini,2021,35.7,wdi,1
CHN,China,gini,2020,37.1,wdi,1
CHN,China,gini,2019,38.2,wdi,1
CHN,China,gini,2018,38.5,wdi,1
CHN,China,gini,2017,39.1,wdi,1
CHN,China,gini,2016,38.5,wdi,1
CHN,China,gini,2015,38.6,wdi,1
CIV,Cote d'Ivoire,gini,2024,,wdi,0
CIV,Cote d'Ivoire,gini,2023,,wdi,0
CIV,Cote d'Ivoire,gini,2022,,wdi,0
CIV,Cote d'Ivoire,gini,2021,35.3,wdi,1
CIV,Cote d'Ivoire,gini,2020,,wdi,0
CIV,Cote d'Ivoire,gini,2019,,wdi,0
CIV,Cote d'Ivoire,gini,2018,37.2,wdi,1
CIV,Cote d'Ivoire,gini,2017,,wdi,0
CIV,Cote d'Ivoire,gini,2016,,wdi,0
CIV,Cote d'Ivoire,gini,2015,41.5,wdi,1
CMR,Cameroon,gini,2024,,wdi,0
CMR,Cameroon,gini,2023,,wdi,0
CMR,Cameroon,gini,2022,,wdi,0
CMR,Cameroon,gini,2021,42.2,wdi,1
CMR,Cameroon,gini,2020,,wdi,0
CMR,Cameroon,gini,2019,,wdi,0
CMR,Cameroon,gini,2018,,wdi,0
CMR,Cameroon,gini,2017,,wdi,0
CMR,Cameroon,gini,2016,,wdi,0
CMR,Cameroon,gini,2015,,wdi,0
COD,"Congo, Dem. Rep.",gini,2024,,wdi,0
COD,"Congo, Dem. Rep.",gini,2023,,wdi,0
COD,"Congo, Dem. Rep.",gini,2022,,wdi,0
COD,"Congo, Dem. Rep.",gini,2021,,wdi,0
COD,"Congo, Dem. Rep.",gini,2020,44.7,wdi,1
COD,"Congo, Dem. Rep.",gini,2019,,wdi,0
COD,"Congo, Dem. Rep.",gini,2018,,wdi,0
COD,"Congo, Dem. Rep.",gini,2017,,wdi,0
COD,"Congo, Dem. Rep.",gini,2016,,wdi,0
COD,"Congo, Dem. Rep.",gini,2015,,wdi,0
COG,"Congo, Rep.",gini,2024,,wdi,0
COG,"Congo, Rep.",gini,2023,,wdi,0
COG,"Congo, Rep.",gini,2022,,wdi,0
COG,"Congo, Rep.",gini,2021,,wdi,0
COG,"Congo, Rep.",gini,2020,,wdi,0
COG,"Congo, Rep.",gini,2019,,wdi,0
COG,"Congo, Rep.",gini,2018,,wdi,0
COG,"Congo, Rep.",gini,2017,,wdi,0
COG,"Congo, Rep.",gini,2016,,wdi,0
COG,"Congo, Rep.",gini,2015,,wdi,0
COL,Colombia,gini,2024,54.4,wdi,1
COL,Colombia,gini,2023,54.6,wdi,1
COL,Colombia,gini,2022,54.8,wdi,1
COL,Colombia,gini,2021,55.1,wdi,1
COL,Colombia,gini,2020,54.4,wdi,1
COL,Colombia,gini,2019,52.5,wdi,1
COL,Colombia,gini,2018,51.6,wdi,1
COL,Colombia,gini,2017,50.9,wdi,1
COL,Colombia,gini,2016,51.7,wdi,1
COL,Colombia,gini,2015,52.0,wdi,1
COM,Comoros,gini,2024,30.3,wdi,1
COM,Comoros,gini,2023,,wdi,0
COM,Comoros,gini,2022,,wdi,0
COM,Comoros,gini,2021,,wdi,0
COM,Comoros,gini,2020,34.2,wdi,1
COM,Comoros,gini,2019,,wdi,0
COM,Comoros,gini,2018,,wdi,0
COM,Comoros,gini,2017,,wdi,0
COM,Comoros,gini,2016,,wdi,0
COM,Comoros,gini,2015,,wdi,0
CPV,Cabo Verde,gini,2024,,wdi,0
CPV,Cabo Verde,gini,2023,,wdi,0
CPV,Cabo Verde,gini,2022,,wdi,0
CPV,Cabo Verde,gini,2021,,wdi,0
CPV,Cabo Verde,gini,2020,,wdi,0
CPV,Cabo Verde,gini,2019,,wdi,0
CPV,Cabo Verde,gini,2018,,wdi,0
CPV,Cabo Verde,gini,2017,,wdi,0
CPV,Cabo Verde,gini,2016,,wdi,0
CPV,Cabo Verde,gini,2015,42.4,wdi,1
CRI,Costa Rica,gini,2024,45.8,wdi,1
CRI,Costa Rica,gini,2023,46.7,wdi,1
CRI,Costa Rica,gini,2022,47.2,wdi,1
CRI,Costa Rica,gini,2021,48.7,wdi,1
CRI,Costa Rica,gini,2020,49.2,wdi,1
CRI,Costa Rica,gini,2019,48.2,wdi,1
CRI,Costa Rica,gini,2018,48.0,wdi,1
CRI,Costa Rica,gini,2017,48.3,wdi,1
CRI,Costa Rica,gini,2016,48.7,wdi,1
CRI,Costa Rica,gini,2015,48.4,wdi,1
CUB,Cuba,gini,2024,,wdi,0
CUB,Cuba,gini,2023,,wdi,0
CUB,Cuba,gini,2022,,wdi,0
CUB,Cuba,gini,2021,,wdi,0
CUB,Cuba,gini,2020,,wdi,0
CUB,Cuba,gini,2019,,wdi,0
CUB,Cuba,gini,2018,,wdi,0
CUB,Cuba,gini,2017,,wdi,0
CUB,Cuba,gini,2016,,wdi,0
CUB,Cuba,gini,2015,,wdi,0
CUW,Curacao,gini,2024,,wdi,0
CUW,Curacao,gini,2023,,wdi,0
CUW,Curacao,gini,2022,,wdi,0
CUW,Curacao,gini,2021,,wdi,0
CUW,Curacao,gini,2020,,wdi,0
CUW,Curacao,gini,2019,,wdi,0
CUW,Curacao,gini,2018,,wdi,0
CUW,Curacao,gini,2017,,wdi,0
CUW,Curacao,gini,2016,,wdi,0
CUW,Curacao,gini,2015,,wdi,0
CYM,Cayman Islands,gini,2024,,wdi,0
CYM,Cayman Islands,gini,2023,,wdi,0
CYM,Cayman Islands,gini,2022,,wdi,0
CYM,Cayman Islands,gini,2021,,wdi,0
CYM,Cayman Islands,gini,2020,,wdi,0
CYM,Cayman Islands,gini,2019,,wdi,0
CYM,Cayman Islands,gini,2018,,wdi,0
CYM,Cayman Islands,gini,2017,,wdi,0
CYM,Cayman Islands,gini,2016,,wdi,0
CYM,Cayman Islands,gini,2015,,wdi,0
CYP,Cyprus,gini,2024,,wdi,0
CYP,Cyprus,gini,2023,31.8,wdi,1
CYP,Cyprus,gini,2022,31.5,wdi,1
CYP,Cyprus,gini,2021,31.3,wdi,1
CYP,Cyprus,gini,2020,31.7,wdi,1
CYP,Cyprus,gini,2019,31.2,wdi,1
CYP,Cyprus,gini,2018,32.7,wdi,1
CYP,Cyprus,gini,2017,31.4,wdi,1
CYP,Cyprus,gini,2016,32.9,wdi,1
CYP,Cyprus,gini,2015,34.0,wdi,1
CZE,Czechia,gini,2024,,wdi,0
CZE,Czechia,gini,2023,25.7,wdi,1
CZE,Czechia,gini,2022,25.9,wdi,1
CZE,Czechia,gini,2021,26.2,wdi,1
CZE,Czechia,gini,2020,26.2,wdi,1
CZE,Czechia,gini,2019,25.3,wdi,1
CZE,Czechia,gini,2018,25.0,wdi,1
CZE,Czechia,gini,2017,24.9,wdi,1
CZE,Czechia,gini,2016,25.4,wdi,1
CZE,Czechia,gini,2015,25.9,wdi,1
DEU,Germany,gini,2024,,wdi,0
DEU,Germany,gini,2023,,wdi,0
DEU,Germany,gini,2022,33.7,wdi,1
DEU,Germany,gini,2021,33.6,wdi,1
DEU,Germany,gini,2020,32.5,wdi,1
DEU,Germany,gini,2019,32.2,wdi,1
DEU,Germany,gini,2018,31.9,wdi,1
DEU,Germany,gini,2017,31.3,wdi,1
DEU,Germany,gini,2016,31.3,wdi,1
DEU,Germany,gini,2015,31.4,wdi,1
DJI,Djibouti,gini,2024,,wdi,0
DJI,Djibouti,gini,2023,,wdi,0
DJI,Djibouti,gini,2022,,wdi,0
DJI,Djibouti,gini,2021,,wdi,0
DJI,Djibouti,gini,2020,,wdi,0
DJI,Djibouti,gini,2019,,wdi,0
DJI,Djibouti,gini,2018,,wdi,0
DJI,Djibouti,gini,2017,41.6,wdi,1
DJI,Djibouti,gini,2016,,wdi,0
DJI,Djibouti,gini,2015,,wdi,0
DMA,Dominica,gini,2024,,wdi,0
DMA,Dominica,gini,2023,,wdi,0
DMA,Dominica,gini,2022,,wdi,0
DMA,Dominica,gini,2021,,wdi,0
DMA,Dominica,gini,2020,,wdi,0
DMA,Dominica,gini,2019,,wdi,0
DMA,Dominica,gini,2018,,wdi,0
DMA,Dominica,gini,2017,,wdi,0
DMA,Dominica,gini,2016,,wdi,0
DMA,Dominica,gini,2015,,wdi,0
DNK,Denmark,gini,2024,,wdi,0
DNK,Denmark,gini,2023,29.9,wdi,1
DNK,Denmark,gini,2022,29.3,wdi,1
DNK,Denmark,gini,2021,28.3,wdi,1
DNK,Denmark,gini,2020,27.5,wdi,1
DNK,Denmark,gini,2019,27.7,wdi,1
DNK,Denmark,gini,2018,28.2,wdi,1
DNK,Denmark,gini,2017,28.7,wdi,1
DNK,Denmark,gini,2016,28.2,wdi,1
DNK,Denmark,gini,2015,28.2,wdi,1
DOM,Dominican Republic,gini,2024,39.0,wdi,1
DOM,Dominican Republic,gini,2023,38.4,wdi,1
DOM,Dominican Republic,gini,2022,37.0,wdi,1
DOM,Dominican Republic,gini,2021,38.5,wdi,1
DOM,Dominican Republic,gini,2020,39.6,wdi,1
DOM,Dominican Republic,gini,2019,41.9,wdi,1
DOM,Dominican Republic,gini,2018,43.7,wdi,1
DOM,Dominican Republic,gini,2017,42.2,wdi,1
DOM,Dominican Republic,gini,2016,45.7,wdi,1
DOM,Dominican Republic,gini,2015,45.2,wdi,1
DZA,Algeria,gini,2024,,wdi,0
DZA,Algeria,gini,2023,,wdi,0
DZA,Algeria,gini,2022,,wdi,0
DZA,Algeria,gini,2021,,wdi,0
DZA,Algeria,gini,2020,,wdi,0
DZA,Algeria,gini,2019,,wdi,0
DZA,Algeria,gini,2018,,wdi,0
DZA,Algeria,gini,2017,,wdi,0
DZA,Algeria,gini,2016,,wdi,0
DZA,Algeria,gini,2015,,wdi,0
ECU,Ecuador,gini,2024,45.2,wdi,1
ECU,Ecuador,gini,2023,44.6,wdi,1
ECU,Ecuador,gini,2022,45.5,wdi,1
ECU,Ecuador,gini,2021,45.8,wdi,1
ECU,Ecuador,gini,2020,47.3,wdi,1
ECU,Ecuador,gini,2019,45.7,wdi,1
ECU,Ecuador,gini,2018,45.4,wdi,1
ECU,Ecuador,gini,2017,44.7,wdi,1
ECU,Ecuador,gini,2016,45.0,wdi,1
ECU,Ecuador,gini,2015,46.0,wdi,1
EGY,"Egypt, Arab Rep.",gini,2024,,wdi,0
EGY,"Egypt, Arab Rep.",gini,2023,,wdi,0
EGY,"Egypt, Arab Rep.",gini,2022,,wdi,0
