iso3c,country,nice,year,avail,income_group
ASM,American Samoa,adult_literacy,2015,0,High income
ASM,American Samoa,adult_literacy,2016,0,High income
ASM,American Samoa,adult_literacy,2017,0,High income
ASM,American Samoa,adult_literacy,2018,0,High income
ASM,American Samoa,adult_literacy,2019,0,High income
ASM,American Samoa,adult_literacy,2020,0,High income
ASM,American Samoa,adult_literacy,2021,0,High income
ASM,American Samoa,adult_literacy,2022,0,High income
ASM,American Samoa,adult_literacy,2023,0,High income
ASM,American Samoa,adult_literacy,2024,0,High income
ASM,American Samoa,ctrl_corrup,2015,0,High income
ASM,American Samoa,ctrl_corrup,2016,0,High income
ASM,American Samoa,ctrl_corrup,2017,0,High income
ASM,American Samoa,ctrl_corrup,2018,0,High income
ASM,American Samoa,ctrl_corrup,2019,0,High income
ASM,American Samoa,ctrl_corrup,2020,0,High income
ASM,American Samoa,ctrl_corrup,2021,0,High income
ASM,American Samoa,ctrl_corrup,2022,0,High income
ASM,American Samoa,ctrl_corrup,2023,0,High income
ASM,American Samoa,ctrl_corrup,2024,0,High income
ASM,American Samoa,edu_spend_gdp,2015,0,High income
ASM,American Samoa,edu_spend_gdp,2016,0,High income
ASM,American Samoa,edu_spend_gdp,2017,0,High income
ASM,American Samoa,edu_spend_gdp,2018,0,High income
ASM,American Samoa,edu_spend_gdp,2019,0,High income
ASM,American Samoa,edu_spend_gdp,2020,0,High income
ASM,American Samoa,edu_spend_gdp,2021,0,High income
ASM,American Samoa,edu_spend_gdp,2022,0,High income
ASM,American Samoa,edu_spend_gdp,2023,0,High income
ASM,American Samoa,edu_spend_gdp,2024,0,High income
ASM,American Samoa,gdp_pc_ppp,2015,0,High income
ASM,American Samoa,gdp_pc_ppp,2016,0,High income
ASM,American Samoa,gdp_pc_ppp,2017,0,High income
ASM,American Samoa,gdp_pc_ppp,2018,0,High income
ASM,American Samoa,gdp_pc_ppp,2019,0,High income
ASM,American Samoa,gdp_pc_ppp,2020,0,High income
ASM,American Samoa,gdp_pc_ppp,2021,0,High income
ASM,American Samoa,gdp_pc_ppp,2022,0,High income
ASM,American Samoa,gdp_pc_ppp,2023,0,High income
ASM,American Samoa,gdp_pc_ppp,2024,0,High income
ASM,American Samoa,gini,2015,0,High income
ASM,American Samoa,gini,2016,0,High income
ASM,American Samoa,gini,2017,0,High income
ASM,American Samoa,gini,2018,0,High income
ASM,American Samoa,gini,2019,0,High income
ASM,American Samoa,gini,2020,0,High income
ASM,American Samoa,gini,2021,0,High income
ASM,American Samoa,gini,2022,0,High income
ASM,American Samoa,gini,2023,0,High income
ASM,American Samoa,gini,2024,0,High income
ASM,American Samoa,gov_effect,2015,0,High income
ASM,American Samoa,gov_effect,2016,0,High income
ASM,American Samoa,gov_effect,2017,0,High income
ASM,American Samoa,gov_effect,2018,0,High income
ASM,American Samoa,gov_effect,2019,0,High income
ASM,American Samoa,gov_effect,2020,0,High income
ASM,American Samoa,gov_effect,2021,0,High income
ASM,American Samoa,gov_effect,2022,0,High income
ASM,American Samoa,gov_effect,2023,0,High income
ASM,American Samoa,gov_effect,2024,0,High income
ASM,American Samoa,gpi_sec,2015,0,High income
ASM,American Samoa,gpi_sec,2016,0,High income
ASM,American Samoa,gpi_sec,2017,0,High income
ASM,American Samoa,gpi_sec,2018,0,High income
ASM,American Samoa,gpi_sec,2019,0,High income
ASM,American Samoa,gpi_sec,2020,0,High income
ASM,American Samoa,gpi_sec,2021,0,High income
ASM,American Samoa,gpi_sec,2022,0,High income
ASM,American Samoa,gpi_sec,2023,0,High income
ASM,American Samoa,gpi_sec,2024,0,High income
ASM,American Samoa,gpi_tert,2015,0,High income
ASM,American Samoa,gpi_tert,2016,0,High income
ASM,American Samoa,gpi_tert,2017,0,High income
ASM,American Samoa,gpi_tert,2018,0,High income
ASM,American Samoa,gpi_tert,2019,0,High income
ASM,American Samoa,gpi_tert,2020,0,High income
ASM,American Samoa,gpi_tert,2021,0,High income
ASM,American Samoa,gpi_tert,2022,0,High income
ASM,American Samoa,gpi_tert,2023,0,High income
ASM,American Samoa,gpi_tert,2024,0,High income
ASM,American Samoa,inc_share_low20,2015,0,High income
ASM,American Samoa,inc_share_low20,2016,0,High income
ASM,American Samoa,inc_share_low20,2017,0,High income
ASM,American Samoa,inc_share_low20,2018,0,High income
ASM,American Samoa,inc_share_low20,2019,0,High income
ASM,American Samoa,inc_share_low20,2020,0,High income
ASM,American Samoa,inc_share_low20,2021,0,High income
ASM,American Samoa,inc_share_low20,2022,0,High income
ASM,American Samoa,inc_share_low20,2023,0,High income
ASM,American Samoa,inc_share_low20,2024,0,High income
ASM,American Samoa,pop_total,2015,1,High income
ASM,American Samoa,pop_total,2016,1,High income
ASM,American Samoa,pop_total,2017,1,High income
ASM,American Samoa,pop_total,2018,1,High income
ASM,American Samoa,pop_total,2019,1,High income
ASM,American Samoa,pop_total,2020,1,High income
ASM,American Samoa,pop_total,2021,1,High income
ASM,American Samoa,pop_total,2022,1,High income
ASM,American Samoa,pop_total,2023,1,High income
ASM,American Samoa,pop_total,2024,1,High income
ASM,American Samoa,poverty_215,2015,0,High income
ASM,American Samoa,poverty_215,2016,0,High income
ASM,American Samoa,poverty_215,2017,0,High income
ASM,American Samoa,poverty_215,2018,0,High income
ASM,American Samoa,poverty_215,2019,0,High income
ASM,American Samoa,poverty_215,2020,0,High income
ASM,American Samoa,poverty_215,2021,0,High income
ASM,American Samoa,poverty_215,2022,0,High income
ASM,American Samoa,poverty_215,2023,0,High income
ASM,American Samoa,poverty_215,2024,0,High income
ASM,American Samoa,sec_completion,2015,0,High income
ASM,American Samoa,sec_completion,2016,0,High income
ASM,American Samoa,sec_completion,2017,0,High income
ASM,American Samoa,sec_completion,2018,0,High income
ASM,American Samoa,sec_completion,2019,0,High income
ASM,American Samoa,sec_completion,2020,0,High income
ASM,American Samoa,sec_completion,2021,0,High income
ASM,American Samoa,sec_completion,2022,0,High income
ASM,American Samoa,sec_completion,2023,0,High income
ASM,American Samoa,sec_completion,2024,0,High income
ASM,American Samoa,sec_enrol_gross,2015,0,High income
ASM,American Samoa,sec_enrol_gross,2016,0,High income
ASM,American Samoa,sec_enrol_gross,2017,0,High income
ASM,American Samoa,sec_enrol_gross,2018,0,High income
ASM,American Samoa,sec_enrol_gross,2019,0,High income
ASM,American Samoa,sec_enrol_gross,2020,0,High income
ASM,American Samoa,sec_enrol_gross,2021,0,High income
ASM,American Samoa,sec_enrol_gross,2022,0,High income
ASM,American Samoa,sec_enrol_gross,2023,0,High income
ASM,American Samoa,sec_enrol_gross,2024,0,High income
ASM,American Samoa,tert_enrol_gross,2015,0,High income
ASM,American Samoa,tert_enrol_gross,2016,0,High income
ASM,American Samoa,tert_enrol_gross,2017,0,High income
ASM,American Samoa,tert_enrol_gross,2018,0,High income
ASM,American Samoa,tert_enrol_gross,2019,0,High income
ASM,American Samoa,tert_enrol_gross,2020,0,High income
ASM,American Samoa,tert_enrol_gross,2021,0,High income
ASM,American Samoa,tert_enrol_gross,2022,0,High income
ASM,American Samoa,tert_enrol_gross,2023,0,High income
ASM,American Samoa,tert_enrol_gross,2024,0,High income
ASM,American Samoa,voice_account,2015,0,High income
ASM,American Samoa,voice_account,2016,0,High income
ASM,American Samoa,voice_account,2017,0,High income
ASM,American Samoa,voice_account,2018,0,High income
ASM,American Samoa,voice_account,2019,0,High income
ASM,American Samoa,voice_account,2020,0,High income
ASM,American Samoa,voice_account,2021,0,High income
ASM,American Samoa,voice_account,2022,0,High income
ASM,American Samoa,voice_account,2023,0,High income
ASM,American Samoa,voice_account,2024,0,High income
ASM,American Samoa,work_age_share,2015,1,High income
ASM,American Samoa,work_age_share,2016,1,High income
ASM,American Samoa,work_age_share,2017,1,High income
ASM,American Samoa,work_age_share,2018,1,High income
ASM,American Samoa,work_age_share,2019,1,High income
ASM,American Samoa,work_age_share,2020,1,High income
ASM,American Samoa,work_age_share,2021,1,High income
ASM,American Samoa,work_age_share,2022,1,High income
ASM,American Samoa,work_age_share,2023,1,High income
ASM,American Samoa,work_age_share,2024,1,High income
ASM,American Samoa,youth_literacy,2015,0,High income
ASM,American Samoa,youth_literacy,2016,0,High income
ASM,American Samoa,youth_literacy,2017,0,High income
ASM,American Samoa,youth_literacy,2018,0,High income
ASM,American Samoa,youth_literacy,2019,0,High income
ASM,American Samoa,youth_literacy,2020,0,High income
ASM,American Samoa,youth_literacy,2021,0,High income
ASM,American Samoa,youth_literacy,2022,0,High income
ASM,American Samoa,youth_literacy,2023,0,High income
ASM,American Samoa,youth_literacy,2024,0,High income
AND,Andorra,adult_literacy,2015,0,High income
AND,Andorra,adult_literacy,2016,0,High income
AND,Andorra,adult_literacy,2017,0,High income
AND,Andorra,adult_literacy,2018,0,High income
AND,Andorra,adult_literacy,2019,0,High income
AND,Andorra,adult_literacy,2020,0,High income
AND,Andorra,adult_literacy,2021,0,High income
AND,Andorra,adult_literacy,2022,0,High income
AND,Andorra,adult_literacy,2023,0,High income
AND,Andorra,adult_literacy,2024,0,High income
AND,Andorra,ctrl_corrup,2015,1,High income
AND,Andorra,ctrl_corrup,2016,1,High income
AND,Andorra,ctrl_corrup,2017,1,High income
AND,Andorra,ctrl_corrup,2018,1,High income
AND,Andorra,ctrl_corrup,2019,1,High income
AND,Andorra,ctrl_corrup,2020,1,High income
AND,Andorra,ctrl_corrup,2021,1,High income
AND,Andorra,ctrl_corrup,2022,1,High income
AND,Andorra,ctrl_corrup,2023,1,High income
AND,Andorra,ctrl_corrup,2024,0,High income
AND,Andorra,edu_spend_gdp,2015,1,High income
AND,Andorra,edu_spend_gdp,2016,1,High income
AND,Andorra,edu_spend_gdp,2017,1,High income
AND,Andorra,edu_spend_gdp,2018,1,High income
AND,Andorra,edu_spend_gdp,2019,1,High income
AND,Andorra,edu_spend_gdp,2020,1,High income
AND,Andorra,edu_spend_gdp,2021,1,High income
AND,Andorra,edu_spend_gdp,2022,1,High income
AND,Andorra,edu_spend_gdp,2023,1,High income
AND,Andorra,edu_spend_gdp,2024,0,High income
AND,Andorra,gdp_pc_ppp,2015,1,High income
AND,Andorra,gdp_pc_ppp,2016,1,High income
AND,Andorra,gdp_pc_ppp,2017,1,High income
AND,Andorra,gdp_pc_ppp,2018,1,High income
AND,Andorra,gdp_pc_ppp,2019,1,High income
AND,Andorra,gdp_pc_ppp,2020,1,High income
AND,Andorra,gdp_pc_ppp,2021,1,High income
AND,Andorra,gdp_pc_ppp,2022,1,High income
AND,Andorra,gdp_pc_ppp,2023,1,High income
AND,Andorra,gdp_pc_ppp,2024,1,High income
AND,Andorra,gini,2015,0,High income
AND,Andorra,gini,2016,0,High income
AND,Andorra,gini,2017,0,High income
AND,Andorra,gini,2018,0,High income
AND,Andorra,gini,2019,0,High income
AND,Andorra,gini,2020,0,High income
AND,Andorra,gini,2021,0,High income
AND,Andorra,gini,2022,0,High income
AND,Andorra,gini,2023,0,High income
AND,Andorra,gini,2024,0,High income
AND,Andorra,gov_effect,2015,1,High income
AND,Andorra,gov_effect,2016,1,High income
AND,Andorra,gov_effect,2017,1,High income
AND,Andorra,gov_effect,2018,1,High income
AND,Andorra,gov_effect,2019,1,High income
AND,Andorra,gov_effect,2020,1,High income
AND,Andorra,gov_effect,2021,1,High income
AND,Andorra,gov_effect,2022,1,High income
AND,Andorra,gov_effect,2023,1,High income
AND,Andorra,gov_effect,2024,0,High income
AND,Andorra,gpi_sec,2015,1,High income
AND,Andorra,gpi_sec,2016,1,High income
AND,Andorra,gpi_sec,2017,1,High income
AND,Andorra,gpi_sec,2018,1,High income
AND,Andorra,gpi_sec,2019,1,High income
AND,Andorra,gpi_sec,2020,1,High income
AND,Andorra,gpi_sec,2021,1,High income
AND,Andorra,gpi_sec,2022,1,High income
AND,Andorra,gpi_sec,2023,1,High income
AND,Andorra,gpi_sec,2024,1,High income
AND,Andorra,gpi_tert,2015,1,High income
AND,Andorra,gpi_tert,2016,1,High income
AND,Andorra,gpi_tert,2017,1,High income
AND,Andorra,gpi_tert,2018,1,High income
AND,Andorra,gpi_tert,2019,1,High income
AND,Andorra,gpi_tert,2020,1,High income
AND,Andorra,gpi_tert,2021,1,High income
AND,Andorra,gpi_tert,2022,1,High income
AND,Andorra,gpi_tert,2023,1,High income
AND,Andorra,gpi_tert,2024,1,High income
AND,Andorra,inc_share_low20,2015,0,High income
AND,Andorra,inc_share_low20,2016,0,High income
AND,Andorra,inc_share_low20,2017,0,High income
AND,Andorra,inc_share_low20,2018,0,High income
AND,Andorra,inc_share_low20,2019,0,High income
AND,Andorra,inc_share_low20,2020,0,High income
AND,Andorra,inc_share_low20,2021,0,High income
AND,Andorra,inc_share_low20,2022,0,High income
AND,Andorra,inc_share_low20,2023,0,High income
AND,Andorra,inc_share_low20,2024,0,High income
AND,Andorra,pop_total,2015,1,High income
AND,Andorra,pop_total,2016,1,High income
AND,Andorra,pop_total,2017,1,High income
AND,Andorra,pop_total,2018,1,High income
AND,Andorra,pop_total,2019,1,High income
AND,Andorra,pop_total,2020,1,High income
AND,Andorra,pop_total,2021,1,High income
AND,Andorra,pop_total,2022,1,High income
AND,Andorra,pop_total,2023,1,High income
AND,Andorra,pop_total,2024,1,High income
AND,Andorra,poverty_215,2015,0,High income
AND,Andorra,poverty_215,2016,0,High income
AND,Andorra,poverty_215,2017,0,High income
AND,Andorra,poverty_215,2018,0,High income
AND,Andorra,poverty_215,2019,0,High income
AND,Andorra,poverty_215,2020,0,High income
AND,Andorra,poverty_215,2021,0,High income
AND,Andorra,poverty_215,2022,0,High income
AND,Andorra,poverty_215,2023,0,High income
AND,Andorra,poverty_215,2024,0,High income
AND,Andorra,sec_completion,2015,1,High income
AND,Andorra,sec_completion,2016,1,High income
AND,Andorra,sec_completion,2017,1,High income
AND,Andorra,sec_completion,2018,1,High income
AND,Andorra,sec_completion,2019,1,High income
AND,Andorra,sec_completion,2020,1,High income
AND,Andorra,sec_completion,2021,1,High income
AND,Andorra,sec_completion,2022,1,High income
AND,Andorra,sec_completion,2023,1,High income
AND,Andorra,sec_completion,2024,1,High income
AND,Andorra,sec_enrol_gross,2015,1,High income
AND,Andorra,sec_enrol_gross,2016,1,High income
AND,Andorra,sec_enrol_gross,2017,1,High income
AND,Andorra,sec_enrol_gross,2018,1,High income
AND,Andorra,sec_enrol_gross,2019,1,High income
AND,Andorra,sec_enrol_gross,2020,1,High income
AND,Andorra,sec_enrol_gross,2021,1,High income
AND,Andorra,sec_enrol_gross,2022,1,High income
AND,Andorra,sec_enrol_gross,2023,1,High income
AND,Andorra,sec_enrol_gross,2024,1,High income
AND,Andorra,tert_enrol_gross,2015,1,High income
AND,Andorra,tert_enrol_gross,2016,1,High income
AND,Andorra,tert_enrol_gross,2017,1,High income
AND,Andorra,tert_enrol_gross,2018,1,High income
AND,Andorra,tert_enrol_gross,2019,1,High income
AND,Andorra,tert_enrol_gross,2020,1,High income
AND,Andorra,tert_enrol_gross,2021,1,High income
AND,Andorra,tert_enrol_gross,2022,1,High income
AND,Andorra,tert_enrol_gross,2023,1,High income
AND,Andorra,tert_enrol_gross,2024,1,High income
AND,Andorra,voice_account,2015,1,High income
AND,Andorra,voice_account,2016,1,High income
AND,Andorra,voice_account,2017,1,High income
AND,Andorra,voice_account,2018,1,High income
AND,Andorra,voice_account,2019,1,High income
AND,Andorra,voice_account,2020,1,High income
AND,Andorra,voice_account,2021,1,High income
AND,Andorra,voice_account,2022,1,High income
AND,Andorra,voice_account,2023,1,High income
AND,Andorra,voice_account,2024,0,High income
AND,Andorra,work_age_share,2015,1,High income
AND,Andorra,work_age_share,2016,1,High income
AND,Andorra,work_age_share,2017,1,High income
AND,Andorra,work_age_share,2018,1,High income
AND,Andorra,work_age_share,2019,1,High income
AND,Andorra,work_age_share,2020,1,High income
AND,Andorra,work_age_share,2021,1,High income
AND,Andorra,work_age_share,2022,1,High income
AND,Andorra,work_age_share,2023,1,High income
AND,Andorra,work_age_share,2024,1,High income
AND,Andorra,youth_literacy,2015,0,High income
AND,Andorra,youth_literacy,2016,0,High income
AND,Andorra,youth_literacy,2017,0,High income
AND,Andorra,youth_literacy,2018,0,High income
AND,Andorra,youth_literacy,2019,0,High income
AND,Andorra,youth_literacy,2020,0,High income
AND,Andorra,youth_literacy,2021,0,High income
AND,Andorra,youth_literacy,2022,0,High income
AND,Andorra,youth_literacy,2023,0,High income
AND,Andorra,youth_literacy,2024,0,High income
ATG,Antigua and Barbuda,adult_literacy,2015,0,High income
ATG,Antigua and Barbuda,adult_literacy,2016,0,High income
ATG,Antigua and Barbuda,adult_literacy,2017,0,High income
ATG,Antigua and Barbuda,adult_literacy,2018,0,High income
ATG,Antigua and Barbuda,adult_literacy,2019,0,High income
ATG,Antigua and Barbuda,adult_literacy,2020,0,High income
ATG,Antigua and Barbuda,adult_literacy,2021,0,High income
ATG,Antigua and Barbuda,adult_literacy,2022,0,High income
ATG,Antigua and Barbuda,adult_literacy,2023,0,High income
ATG,Antigua and Barbuda,adult_literacy,2024,0,High income
ATG,Antigua and Barbuda,ctrl_corrup,2015,1,High income
ATG,Antigua and Barbuda,ctrl_corrup,2016,1,High income
ATG,Antigua and Barbuda,ctrl_corrup,2017,1,High income
ATG,Antigua and Barbuda,ctrl_corrup,2018,1,High income
ATG,Antigua and Barbuda,ctrl_corrup,2019,1,High income
ATG,Antigua and Barbuda,ctrl_corrup,2020,1,High income
ATG,Antigua and Barbuda,ctrl_corrup,2021,1,High income
ATG,Antigua and Barbuda,ctrl_corrup,2022,1,High income
ATG,Antigua and Barbuda,ctrl_corrup,2023,1,High income
ATG,Antigua and Barbuda,ctrl_corrup,2024,0,High income
ATG,Antigua and Barbuda,edu_spend_gdp,2015,1,High income
ATG,Antigua and Barbuda,edu_spend_gdp,2016,1,High income
ATG,Antigua and Barbuda,edu_spend_gdp,2017,1,High income
ATG,Antigua and Barbuda,edu_spend_gdp,2018,1,High income
ATG,Antigua and Barbuda,edu_spend_gdp,2019,1,High income
ATG,Antigua and Barbuda,edu_spend_gdp,2020,1,High income
ATG,Antigua and Barbuda,edu_spend_gdp,2021,1,High income
ATG,Antigua and Barbuda,edu_spend_gdp,2022,1,High income
ATG,Antigua and Barbuda,edu_spend_gdp,2023,1,High income
ATG,Antigua and Barbuda,edu_spend_gdp,2024,0,High income
ATG,Antigua and Barbuda,gdp_pc_ppp,2015,1,High income
ATG,Antigua and Barbuda,gdp_pc_ppp,2016,1,High income
ATG,Antigua and Barbuda,gdp_pc_ppp,2017,1,High income
ATG,Antigua and Barbuda,gdp_pc_ppp,2018,1,High income
ATG,Antigua and Barbuda,gdp_pc_ppp,2019,1,High income
ATG,Antigua and Barbuda,gdp_pc_ppp,2020,1,High income
ATG,Antigua and Barbuda,gdp_pc_ppp,2021,1,High income
ATG,Antigua and Barbuda,gdp_pc_ppp,2022,1,High income
ATG,Antigua and Barbuda,gdp_pc_ppp,2023,1,High income
ATG,Antigua and Barbuda,gdp_pc_ppp,2024,1,High income
ATG,Antigua and Barbuda,gini,2015,0,High income
ATG,Antigua and Barbuda,gini,2016,0,High income
ATG,Antigua and Barbuda,gini,2017,0,High income
ATG,Antigua and Barbuda,gini,2018,0,High income
ATG,Antigua and Barbuda,gini,2019,0,High income
ATG,Antigua and Barbuda,gini,2020,0,High income
ATG,Antigua and Barbuda,gini,2021,0,High income
ATG,Antigua and Barbuda,gini,2022,0,High income
ATG,Antigua and Barbuda,gini,2023,0,High income
ATG,Antigua and Barbuda,gini,2024,0,High income
ATG,Antigua and Barbuda,gov_effect,2015,1,High income
ATG,Antigua and Barbuda,gov_effect,2016,1,High income
ATG,Antigua and Barbuda,gov_effect,2017,1,High income
ATG,Antigua and Barbuda,gov_effect,2018,1,High income
ATG,Antigua and Barbuda,gov_effect,2019,1,High income
ATG,Antigua and Barbuda,gov_effect,2020,1,High income
ATG,Antigua and Barbuda,gov_effect,2021,1,High income
ATG,Antigua and Barbuda,gov_effect,2022,1,High income
ATG,Antigua and Barbuda,gov_effect,2023,1,High income
ATG,Antigua and Barbuda,gov_effect,2024,0,High income
ATG,Antigua and Barbuda,gpi_sec,2015,1,High income
ATG,Antigua and Barbuda,gpi_sec,2016,0,High income
ATG,Antigua and Barbuda,gpi_sec,2017,1,High income
ATG,Antigua and Barbuda,gpi_sec,2018,1,High income
ATG,Antigua and Barbuda,gpi_sec,2019,0,High income
ATG,Antigua and Barbuda,gpi_sec,2020,0,High income
ATG,Antigua and Barbuda,gpi_sec,2021,0,High income
ATG,Antigua and Barbuda,gpi_sec,2022,0,High income
ATG,Antigua and Barbuda,gpi_sec,2023,0,High income
ATG,Antigua and Barbuda,gpi_sec,2024,0,High income
ATG,Antigua and Barbuda,gpi_tert,2015,1,High income
ATG,Antigua and Barbuda,gpi_tert,2016,0,High income
ATG,Antigua and Barbuda,gpi_tert,2017,1,High income
ATG,Antigua and Barbuda,gpi_tert,2018,1,High income
ATG,Antigua and Barbuda,gpi_tert,2019,0,High income
ATG,Antigua and Barbuda,gpi_tert,2020,0,High income
ATG,Antigua and Barbuda,gpi_tert,2021,0,High income
ATG,Antigua and Barbuda,gpi_tert,2022,1,High income
ATG,Antigua and Barbuda,gpi_tert,2023,1,High income
ATG,Antigua and Barbuda,gpi_tert,2024,0,High income
ATG,Antigua and Barbuda,inc_share_low20,2015,0,High income
ATG,Antigua and Barbuda,inc_share_low20,2016,0,High income
ATG,Antigua and Barbuda,inc_share_low20,2017,0,High income
ATG,Antigua and Barbuda,inc_share_low20,2018,0,High income
ATG,Antigua and Barbuda,inc_share_low20,2019,0,High income
ATG,Antigua and Barbuda,inc_share_low20,2020,0,High income
ATG,Antigua and Barbuda,inc_share_low20,2021,0,High income
ATG,Antigua and Barbuda,inc_share_low20,2022,0,High income
ATG,Antigua and Barbuda,inc_share_low20,2023,0,High income
ATG,Antigua and Barbuda,inc_share_low20,2024,0,High income
ATG,Antigua and Barbuda,pop_total,2015,1,High income
ATG,Antigua and Barbuda,pop_total,2016,1,High income
ATG,Antigua and Barbuda,pop_total,2017,1,High income
ATG,Antigua and Barbuda,pop_total,2018,1,High income
ATG,Antigua and Barbuda,pop_total,2019,1,High income
ATG,Antigua and Barbuda,pop_total,2020,1,High income
ATG,Antigua and Barbuda,pop_total,2021,1,High income
ATG,Antigua and Barbuda,pop_total,2022,1,High income
ATG,Antigua and Barbuda,pop_total,2023,1,High income
ATG,Antigua and Barbuda,pop_total,2024,1,High income
ATG,Antigua and Barbuda,poverty_215,2015,0,High income
ATG,Antigua and Barbuda,poverty_215,2016,0,High income
ATG,Antigua and Barbuda,poverty_215,2017,0,High income
ATG,Antigua and Barbuda,poverty_215,2018,0,High income
ATG,Antigua and Barbuda,poverty_215,2019,0,High income
ATG,Antigua and Barbuda,poverty_215,2020,0,High income
ATG,Antigua and Barbuda,poverty_215,2021,0,High income
ATG,Antigua and Barbuda,poverty_215,2022,0,High income
ATG,Antigua and Barbuda,poverty_215,2023,0,High income
ATG,Antigua and Barbuda,poverty_215,2024,0,High income
ATG,Antigua and Barbuda,sec_completion,2015,1,High income
ATG,Antigua and Barbuda,sec_completion,2016,1,High income
ATG,Antigua and Barbuda,sec_completion,2017,1,High income
ATG,Antigua and Barbuda,sec_completion,2018,1,High income
ATG,Antigua and Barbuda,sec_completion,2019,1,High income
ATG,Antigua and Barbuda,sec_completion,2020,0,High income
ATG,Antigua and Barbuda,sec_completion,2021,0,High income
ATG,Antigua and Barbuda,sec_completion,2022,1,High income
ATG,Antigua and Barbuda,sec_completion,2023,0,High income
ATG,Antigua and Barbuda,sec_completion,2024,0,High income
ATG,Antigua and Barbuda,sec_enrol_gross,2015,1,High income
ATG,Antigua and Barbuda,sec_enrol_gross,2016,1,High income
ATG,Antigua and Barbuda,sec_enrol_gross,2017,1,High income
ATG,Antigua and Barbuda,sec_enrol_gross,2018,1,High income
ATG,Antigua and Barbuda,sec_enrol_gross,2019,1,High income
ATG,Antigua and Barbuda,sec_enrol_gross,2020,0,High income
ATG,Antigua and Barbuda,sec_enrol_gross,2021,0,High income
ATG,Antigua and Barbuda,sec_enrol_gross,2022,1,High income
ATG,Antigua and Barbuda,sec_enrol_gross,2023,1,High income
ATG,Antigua and Barbuda,sec_enrol_gross,2024,0,High income
ATG,Antigua and Barbuda,tert_enrol_gross,2015,0,High income
ATG,Antigua and Barbuda,tert_enrol_gross,2016,0,High income
ATG,Antigua and Barbuda,tert_enrol_gross,2017,0,High income
ATG,Antigua and Barbuda,tert_enrol_gross,2018,0,High income
ATG,Antigua and Barbuda,tert_enrol_gross,2019,0,High income
ATG,Antigua and Barbuda,tert_enrol_gross,2020,0,High income
ATG,Antigua and Barbuda,tert_enrol_gross,2021,0,High income
ATG,Antigua and Barbuda,tert_enrol_gross,2022,0,High income
ATG,Antigua and Barbuda,tert_enrol_gross,2023,0,High income
ATG,Antigua and Barbuda,tert_enrol_gross,2024,0,High income
ATG,Antigua and Barbuda,voice_account,2015,1,High income
ATG,Antigua and Barbuda,voice_account,2016,1,High income
ATG,Antigua and Barbuda,voice_account,2017,1,High income
ATG,Antigua and Barbuda,voice_account,2018,1,High income
ATG,Antigua and Barbuda,voice_account,2019,1,High income
ATG,Antigua and Barbuda,voice_account,2020,1,High income
ATG,Antigua and Barbuda,voice_account,2021,1,High income
ATG,Antigua and Barbuda,voice_account,2022,1,High income
ATG,Antigua and Barbuda,voice_account,2023,1,High income
ATG,Antigua and Barbuda,voice_account,2024,0,High income
ATG,Antigua and Barbuda,work_age_share,2015,1,High income
ATG,Antigua and Barbuda,work_age_share,2016,1,High income
ATG,Antigua and Barbuda,work_age_share,2017,1,High income
ATG,Antigua and Barbuda,work_age_share,2018,1,High income
ATG,Antigua and Barbuda,work_age_share,2019,1,High income
ATG,Antigua and Barbuda,work_age_share,2020,1,High income
ATG,Antigua and Barbuda,work_age_share,2021,1,High income
ATG,Antigua and Barbuda,work_age_share,2022,1,High income
ATG,Antigua and Barbuda,work_age_share,2023,1,High income
ATG,Antigua and Barbuda,work_age_share,2024,1,High income
ATG,Antigua and Barbuda,youth_literacy,2015,0,High income
ATG,Antigua and Barbuda,youth_literacy,2016,0,High income
ATG,Antigua and Barbuda,youth_literacy,2017,0,High income
ATG,Antigua and Barbuda,youth_literacy,2018,0,High income
ATG,Antigua and Barbuda,youth_literacy,2019,0,High income
ATG,Antigua and Barbuda,youth_literacy,2020,0,High income
ATG,Antigua and Barbuda,youth_literacy,2021,0,High income
ATG,Antigua and Barbuda,youth_literacy,2022,0,High income
ATG,Antigua and Barbuda,youth_literacy,2023,0,High income
ATG,Antigua and Barbuda,youth_literacy,2024,0,High income
ABW,Aruba,adult_literacy,2015,0,High income
ABW,Aruba,adult_literacy,2016,0,High income
ABW,Aruba,adult_literacy,2017,0,High income
ABW,Aruba,adult_literacy,2018,0,High income
ABW,Aruba,adult_literacy,2019,0,High income
ABW,Aruba,adult_literacy,2020,0,High income
ABW,Aruba,adult_literacy,2021,0,High income
ABW,Aruba,adult_literacy,2022,0,High income
ABW,Aruba,adult_literacy,2023,0,High income
ABW,Aruba,adult_literacy,2024,0,High income
ABW,Aruba,ctrl_corrup,2015,0,High income
ABW,Aruba,ctrl_corrup,2016,0,High income
ABW,Aruba,ctrl_corrup,2017,0,High income
ABW,Aruba,ctrl_corrup,2018,0,High income
ABW,Aruba,ctrl_corrup,2019,0,High income
ABW,Aruba,ctrl_corrup,2020,0,High income
ABW,Aruba,ctrl_corrup,2021,0,High income
ABW,Aruba,ctrl_corrup,2022,0,High income
ABW,Aruba,ctrl_corrup,2023,0,High income
ABW,Aruba,ctrl_corrup,2024,0,High income
ABW,Aruba,edu_spend_gdp,2015,1,High income
ABW,Aruba,edu_spend_gdp,2016,1,High income
ABW,Aruba,edu_spend_gdp,2017,1,High income
